x	rho	u	v	p	e	uMax
-0.495	1.01606	-0.0152146	-0.0999356	0.73049	1.79736	0.101087
-0.485	1.02387	-0.0212851	-0.0998893	0.738338	1.80282	0.102132
-0.475	1.02536	-0.0223335	-0.0998977	0.739817	1.8038	0.102364
-0.465	1.02565	-0.0225193	-0.0999171	0.740095	1.80397	0.102423
-0.455	1.02572	-0.0225709	-0.0999357	0.740157	1.80399	0.102453
-0.445	1.02575	-0.0225964	-0.0999513	0.74018	1.80399	0.102474
-0.435	1.02577	-0.0226165	-0.0999639	0.740195	1.804	0.10249
-0.425	1.02578	-0.0226348	-0.0999737	0.740207	1.80401	0.102504
-0.415	1.02579	-0.0226518	-0.0999813	0.740217	1.80402	0.102515
-0.405	1.0258	-0.0226673	-0.099987	0.740225	1.80402	0.102524
-0.395	1.0258	-0.0226814	-0.0999913	0.74023	1.80403	0.102531
-0.385	1.0258	-0.0226939	-0.0999944	0.740232	1.80403	0.102537
-0.375	1.0258	-0.022703	-0.0999961	0.74023	1.80403	0.102541
-0.365	1.0258	-0.0227071	-0.0999971	0.740224	1.80402	0.102543
-0.355	1.02579	-0.0227077	-0.099998	0.740213	1.80401	0.102544
-0.345	1.02577	-0.0227056	-0.0999988	0.740196	1.804	0.102544
-0.335	1.02575	-0.0226998	-0.0999989	0.740175	1.80398	0.102543
-0.325	1.02573	-0.0226909	-0.0999979	0.74015	1.80395	0.10254
-0.315	1.02571	-0.0226804	-0.0999953	0.740122	1.80393	0.102535
-0.305	1.02568	-0.0226698	-0.0999901	0.740092	1.8039	0.102528
-0.295	1.02565	-0.0226605	-0.0999804	0.740061	1.80388	0.102516
-0.285	1.02562	-0.0226533	-0.0999637	0.74003	1.80386	0.102498
-0.275	1.02558	-0.0226488	-0.099936	0.74	1.80385	0.10247
-0.265	1.02554	-0.0226469	-0.0998912	0.739969	1.80384	0.102426
-0.255	1.02551	-0.022647	-0.0998212	0.739937	1.80383	0.102358
-0.245	1.02547	-0.0226484	-0.0997148	0.739904	1.80381	0.102255
-0.235	1.02544	-0.0226502	-0.0995566	0.739869	1.80379	0.102101
-0.225	1.0254	-0.022651	-0.0993272	0.73983	1.80377	0.101877
-0.215	1.02535	-0.0226502	-0.0990018	0.739788	1.80375	0.10156
-0.205	1.02528	-0.0226449	-0.0985517	0.739741	1.80376	0.10112
-0.195	1.02517	-0.022628	-0.0979444	0.739686	1.80381	0.100524
-0.185	1.02501	-0.0225939	-0.0971474	0.739616	1.80393	0.0997401
-0.175	1.02471	-0.0225463	-0.09613	0.739512	1.8042	0.0987386
-0.165	1.02411	-0.0224947	-0.0948645	0.739355	1.80487	0.097495
-0.155	1.0228	-0.022425	-0.0933315	0.739149	1.80669	0.0959878
-0.145	1.0198	-0.022216	-0.0915316	0.739011	1.81166	0.0941891
-0.135	1.01255	-0.0216358	-0.0895501	0.738533	1.82344	0.0921267
-0.125	0.997314	-0.021047	-0.0874825	0.737596	1.84896	0.0899787
-0.115	0.971652	-0.0206888	-0.0852589	0.737107	1.89653	0.0877331
-0.105	0.93672	-0.0200302	-0.0826402	0.73746	1.9682	0.085033
-0.095	0.8987	-0.0185154	-0.079192	0.738046	2.05309	0.0813277
-0.085	0.864457	-0.0164635	-0.0745233	0.738565	2.13592	0.0763202
-0.075	0.83668	-0.0140093	-0.0685598	0.738967	2.20803	0.0699765
-0.065	0.815471	-0.0113878	-0.0614098	0.739027	2.26564	0.0624567
-0.055	0.800092	-0.00890967	-0.0532149	0.738917	2.30885	0.0539556
-0.045	0.789467	-0.00669151	-0.0441257	0.738761	2.33943	0.0446302
-0.035	0.782542	-0.00472978	-0.0342967	0.738618	2.35968	0.0346213
-0.025	0.778419	-0.00295015	-0.0238949	0.738524	2.37187	0.0240764
-0.015	0.776355	-0.0012506	-0.0131067	0.738497	2.37809	0.0131663
-0.005	0.77567	0.000438226	-0.00214823	0.738516	2.38025	0.00219247
0.005	0.775686	0.00209746	0.00876041	0.73852	2.38022	0.009008
0.015	0.776576	0.00367696	0.0194662	0.738494	2.3774	0.0198104
0.025	0.779987	0.00510638	0.0298032	0.738063	2.36563	0.0302375
0.035	0.789679	0.00639612	0.0394367	0.73801	2.33642	0.0399521
0.045	0.807615	0.00815199	0.0480122	0.738531	2.28615	0.0486993
0.055	0.832411	0.0104553	0.0554025	0.738637	2.21837	0.0563804
0.065	0.862	0.0129606	0.061626	0.738784	2.14265	0.0629741
0.075	0.89289	0.0154359	0.06688	0.739163	2.06958	0.0686382
0.085	0.921908	0.0177844	0.0714154	0.739309	2.00483	0.0735966
0.095	0.947432	0.0196017	0.0753845	0.739212	1.95057	0.0778913
0.105	0.96868	0.0208424	0.0788834	0.739115	1.90753	0.0815904
