x	rho	u	v	p	e	uMax
-0.49875	1.01034	-0.0103909	-0.099946	0.72471	1.79323	0.100485
-0.49625	1.01797	-0.0156484	-0.099859	0.732386	1.79864	0.101078
-0.49375	1.0207	-0.016479	-0.0998023	0.735126	1.80055	0.101154
-0.49125	1.02194	-0.0166995	-0.0997726	0.736371	1.8014	0.101161
-0.48875	1.02256	-0.0168136	-0.0997581	0.73699	1.80182	0.101165
-0.48625	1.02288	-0.0168807	-0.0997499	0.737302	1.80202	0.101168
-0.48375	1.02305	-0.0169249	-0.0997451	0.737465	1.80213	0.101171
-0.48125	1.02314	-0.0169578	-0.0997431	0.737554	1.80218	0.101174
-0.47875	1.0232	-0.0169856	-0.0997436	0.737606	1.80221	0.10118
-0.47625	1.02323	-0.0170109	-0.0997453	0.737639	1.80223	0.101185
-0.47375	1.02326	-0.0170345	-0.099747	0.737664	1.80224	0.101191
-0.47125	1.02328	-0.0170573	-0.0997484	0.737684	1.80226	0.101196
-0.46875	1.0233	-0.0170797	-0.0997492	0.737701	1.80227	0.101201
-0.46625	1.02331	-0.0171019	-0.0997495	0.737718	1.80228	0.101205
-0.46375	1.02333	-0.0171239	-0.099749	0.737734	1.80229	0.101208
-0.46125	1.02335	-0.0171457	-0.0997479	0.737749	1.8023	0.101211
-0.45875	1.02336	-0.0171674	-0.0997463	0.737764	1.8023	0.101213
-0.45625	1.02338	-0.017189	-0.0997441	0.737778	1.80231	0.101214
-0.45375	1.02339	-0.0172105	-0.099741	0.737793	1.80232	0.101215
-0.45125	1.02341	-0.0172319	-0.0997371	0.737807	1.80233	0.101215
-0.44875	1.02342	-0.0172532	-0.0997325	0.737821	1.80234	0.101214
-0.44625	1.02343	-0.0172745	-0.0997272	0.737835	1.80235	0.101212
-0.44375	1.02345	-0.0172956	-0.099721	0.737848	1.80236	0.10121
-0.44125	1.02346	-0.0173166	-0.099714	0.737862	1.80237	0.101206
-0.43875	1.02347	-0.0173376	-0.0997062	0.737875	1.80238	0.101202
-0.43625	1.02349	-0.0173585	-0.0996975	0.737888	1.80239	0.101197
-0.43375	1.0235	-0.0173793	-0.0996879	0.7379	1.8024	0.101192
-0.43125	1.02351	-0.0174	-0.0996774	0.737913	1.80241	0.101185
-0.42875	1.02352	-0.0174206	-0.0996658	0.737925	1.80241	0.101177
-0.42625	1.02354	-0.0174412	-0.0996532	0.737937	1.80242	0.101168
-0.42375	1.02355	-0.0174616	-0.0996395	0.737949	1.80243	0.101158
-0.42125	1.02356	-0.0174821	-0.0996247	0.737961	1.80244	0.101147
-0.41875	1.02357	-0.0175024	-0.0996087	0.737972	1.80245	0.101135
-0.41625	1.02358	-0.0175227	-0.0995915	0.737984	1.80245	0.101121
-0.41375	1.02359	-0.0175429	-0.0995731	0.737995	1.80246	0.101107
-0.41125	1.0236	-0.017563	-0.0995533	0.738006	1.80247	0.101091
-0.40875	1.02361	-0.0175831	-0.0995321	0.738017	1.80248	0.101073
-0.40625	1.02363	-0.0176031	-0.0995095	0.738028	1.80249	0.101055
-0.40375	1.02364	-0.0176231	-0.0994855	0.738038	1.80249	0.101034
-0.40125	1.02365	-0.017643	-0.0994598	0.738049	1.8025	0.101013
-0.39875	1.02366	-0.0176628	-0.0994326	0.738059	1.80251	0.100989
-0.39625	1.02367	-0.0176826	-0.0994036	0.738069	1.80252	0.100964
-0.39375	1.02368	-0.0177024	-0.0993729	0.738079	1.80252	0.100937
-0.39125	1.02368	-0.0177221	-0.0993404	0.738088	1.80253	0.100909
-0.38875	1.02369	-0.0177417	-0.0993059	0.738098	1.80253	0.100878
-0.38625	1.0237	-0.0177614	-0.0992695	0.738107	1.80254	0.100846
-0.38375	1.02371	-0.0177809	-0.0992311	0.738116	1.80255	0.100812
-0.38125	1.02372	-0.0178004	-0.0991905	0.738125	1.80255	0.100775
-0.37875	1.02373	-0.0178199	-0.0991476	0.738134	1.80256	0.100736
-0.37625	1.02374	-0.0178394	-0.0991025	0.738143	1.80257	0.100695
-0.37375	1.02374	-0.0178588	-0.099055	0.738152	1.80258	0.100652
-0.37125	1.02375	-0.0178781	-0.0990049	0.73816	1.80259	0.100606
-0.36875	1.02376	-0.0178974	-0.0989523	0.738168	1.80259	0.100558
-0.36625	1.02376	-0.0179167	-0.098897	0.738176	1.8026	0.100507
-0.36375	1.02377	-0.017936	-0.098839	0.738184	1.80261	0.100453
-0.36125	1.02378	-0.0179552	-0.098778	0.738192	1.80262	0.100397
-0.35875	1.02378	-0.0179744	-0.098714	0.738199	1.80262	0.100337
-0.35625	1.02379	-0.0179935	-0.0986469	0.738207	1.80263	0.100275
-0.35375	1.0238	-0.0180126	-0.0985766	0.738214	1.80263	0.100209
-0.35125	1.02381	-0.0180317	-0.0985029	0.738221	1.80264	0.10014
-0.34875	1.02381	-0.0180507	-0.0984258	0.738228	1.80264	0.100067
-0.34625	1.02382	-0.0180697	-0.0983451	0.738234	1.80265	0.0999914
-0.34375	1.02382	-0.0180888	-0.0982608	0.738241	1.80266	0.0999119
-0.34125	1.02382	-0.0181079	-0.0981726	0.738247	1.80267	0.0998286
-0.33875	1.02383	-0.0181268	-0.0980804	0.738254	1.80268	0.0997414
-0.33625	1.02383	-0.0181457	-0.0979842	0.73826	1.8027	0.0996503
-0.33375	1.02383	-0.0181645	-0.0978838	0.738266	1.80271	0.0995549
-0.33125	1.02383	-0.0181832	-0.097779	0.738272	1.80273	0.0994553
-0.32875	1.02383	-0.0182019	-0.0976696	0.738278	1.80274	0.0993512
-0.32625	1.02383	-0.0182206	-0.0975557	0.738283	1.80276	0.0992426
-0.32375	1.02383	-0.0182392	-0.0974369	0.738289	1.80277	0.0991293
-0.32125	1.02382	-0.0182577	-0.0973132	0.738294	1.80279	0.0990111
-0.31875	1.02382	-0.0182762	-0.0971843	0.738299	1.8028	0.0988879
-0.31625	1.02382	-0.0182945	-0.0970502	0.738304	1.80282	0.0987595
-0.31375	1.02382	-0.0183128	-0.0969107	0.738309	1.80284	0.0986258
-0.31125	1.02381	-0.018331	-0.0967656	0.738314	1.80286	0.0984866
-0.30875	1.0238	-0.0183491	-0.0966148	0.738319	1.80288	0.0983418
-0.30625	1.0238	-0.018367	-0.0964581	0.738323	1.80291	0.0981912
-0.30375	1.02379	-0.0183849	-0.0962953	0.738328	1.80293	0.0980347
-0.30125	1.02378	-0.0184026	-0.0961263	0.738332	1.80296	0.097872
-0.29875	1.02376	-0.0184201	-0.0959509	0.738337	1.803	0.097703
-0.29625	1.02375	-0.0184375	-0.0957689	0.738341	1.80303	0.0975276
-0.29375	1.02373	-0.0184547	-0.0955802	0.738345	1.80307	0.0973455
-0.29125	1.02371	-0.0184717	-0.0953845	0.738349	1.80312	0.0971566
-0.28875	1.02369	-0.0184884	-0.0951818	0.738353	1.80316	0.0969608
-0.28625	1.02367	-0.018505	-0.0949717	0.738357	1.80321	0.0967577
-0.28375	1.02364	-0.0185212	-0.0947542	0.738361	1.80327	0.0965473
-0.28125	1.02361	-0.0185372	-0.094529	0.738364	1.80333	0.0963294
-0.27875	1.02358	-0.0185529	-0.094296	0.738368	1.8034	0.0961038
-0.27625	1.02354	-0.0185682	-0.094055	0.738372	1.80347	0.0958703
-0.27375	1.0235	-0.0185832	-0.0938058	0.738375	1.80355	0.0956287
-0.27125	1.02346	-0.0185977	-0.0935482	0.738379	1.80363	0.0953789
-0.26875	1.02341	-0.0186118	-0.093282	0.738383	1.80373	0.0951206
-0.26625	1.02336	-0.0186255	-0.0930071	0.738386	1.80383	0.0948537
-0.26375	1.0233	-0.0186386	-0.0927233	0.73839	1.80394	0.094578
-0.26125	1.02324	-0.0186511	-0.0924303	0.738394	1.80406	0.0942933
-0.25875	1.02317	-0.0186631	-0.092128	0.738398	1.80419	0.0939994
-0.25625	1.02309	-0.0186744	-0.0918163	0.738401	1.80433	0.0936961
-0.25375	1.02301	-0.0186849	-0.0914949	0.738405	1.80449	0.0933833
-0.25125	1.02292	-0.0186948	-0.0911636	0.738409	1.80466	0.0930607
-0.24875	1.02282	-0.0187038	-0.0908223	0.738413	1.80484	0.0927282
-0.24625	1.02272	-0.0187119	-0.0904708	0.738418	1.80504	0.0923856
-0.24375	1.0226	-0.018719	-0.090109	0.738422	1.80525	0.0920328
-0.24125	1.02247	-0.0187252	-0.0897366	0.738426	1.80549	0.0916694
-0.23875	1.02234	-0.0187301	-0.0893534	0.738431	1.80574	0.0912954
-0.23625	1.02219	-0.0187337	-0.0889593	0.738436	1.80602	0.0909105
-0.23375	1.02203	-0.0187366	-0.0885542	0.738442	1.80631	0.0905147
-0.23125	1.02185	-0.0187381	-0.0881379	0.738447	1.80663	0.0901077
-0.22875	1.02167	-0.0187377	-0.0877101	0.738453	1.80698	0.0896893
-0.22625	1.02146	-0.0187359	-0.0872709	0.738459	1.80736	0.0892594
-0.22375	1.02124	-0.0187325	-0.0868199	0.738465	1.80776	0.0888178
-0.22125	1.021	-0.0187273	-0.086357	0.738471	1.8082	0.0883643
-0.21875	1.02075	-0.0187202	-0.0858822	0.738478	1.80867	0.0878988
-0.21625	1.02047	-0.0187111	-0.0853952	0.738486	1.80918	0.0874211
-0.21375	1.02017	-0.0186999	-0.084896	0.738493	1.80973	0.0869311
-0.21125	1.01985	-0.0186864	-0.0843843	0.738502	1.81032	0.0864286
-0.20875	1.0195	-0.0186705	-0.0838601	0.73851	1.81096	0.0859134
-0.20625	1.01913	-0.018652	-0.0833233	0.738519	1.81164	0.0853854
-0.20375	1.01873	-0.0186308	-0.0827737	0.738529	1.81238	0.0848445
-0.20125	1.0183	-0.0186068	-0.0822112	0.738539	1.81317	0.0842905
-0.19875	1.01783	-0.0185797	-0.0816357	0.73855	1.81402	0.0837233
-0.19625	1.01734	-0.0185493	-0.0810471	0.738561	1.81494	0.0831427
-0.19375	1.01681	-0.0185156	-0.0804453	0.738573	1.81591	0.0825487
-0.19125	1.01624	-0.0184783	-0.0798303	0.738586	1.81696	0.081941
-0.18875	1.01563	-0.0184372	-0.079202	0.7386	1.81809	0.0813196
-0.18625	1.01497	-0.0183921	-0.0785602	0.738614	1.81929	0.0806844
-0.18375	1.01428	-0.0183428	-0.077905	0.738629	1.82058	0.0800353
-0.18125	1.01353	-0.018289	-0.0772362	0.738644	1.82196	0.0793721
-0.17875	1.01273	-0.0182307	-0.0765539	0.738661	1.82343	0.0786947
-0.17625	1.01188	-0.0181675	-0.075858	0.738678	1.82501	0.0780031
-0.17375	1.01098	-0.0180992	-0.0751483	0.738696	1.82669	0.0772972
-0.17125	1.01001	-0.0180256	-0.0744251	0.738715	1.82848	0.0765768
-0.16875	1.00898	-0.0179464	-0.0736881	0.738735	1.83039	0.075842
-0.16625	1.00789	-0.0178614	-0.0729374	0.738755	1.83243	0.0750926
-0.16375	1.00673	-0.0177703	-0.0721731	0.738777	1.8346	0.0743286
-0.16125	1.0055	-0.017673	-0.0713951	0.738799	1.8369	0.0735499
-0.15875	1.00419	-0.0175691	-0.0706034	0.738822	1.83935	0.0727565
-0.15625	1.0028	-0.0174584	-0.069798	0.738846	1.84195	0.0719483
-0.15375	1.00134	-0.0173406	-0.0689791	0.738871	1.84471	0.0711253
-0.15125	0.999788	-0.0172156	-0.0681466	0.738897	1.84763	0.0702876
-0.14875	0.99815	-0.0170831	-0.0673007	0.738924	1.85073	0.0694349
-0.14625	0.996421	-0.0169428	-0.0664413	0.738951	1.85401	0.0685675
-0.14375	0.994599	-0.0167946	-0.0655685	0.738979	1.85748	0.0676852
