x	rho	u	v	p	e	uMax
-0.4975	1.0158	-0.0137752	-0.0998541	0.730211	1.79714	0.1008
-0.4925	1.02279	-0.0195434	-0.0997757	0.737232	1.80201	0.101672
-0.4875	1.0233	-0.0199036	-0.0997806	0.73774	1.80236	0.101746
-0.4825	1.02331	-0.0198898	-0.0998033	0.737743	1.80234	0.101766
-0.4775	1.02328	-0.0198383	-0.0998305	0.7377	1.80229	0.101783
-0.4725	1.02325	-0.0197878	-0.0998571	0.737654	1.80224	0.101799
-0.4675	1.02321	-0.0197383	-0.0998797	0.737609	1.80219	0.101811
-0.4625	1.02317	-0.0196882	-0.0999002	0.737562	1.80216	0.101822
-0.4575	1.02312	-0.0196373	-0.0999207	0.737516	1.80212	0.101832
-0.4525	1.02307	-0.0195858	-0.0999405	0.73747	1.80209	0.101842
-0.4475	1.02303	-0.0195338	-0.0999576	0.737424	1.80206	0.101848
-0.4425	1.02298	-0.0194813	-0.0999711	0.737377	1.80203	0.101852
-0.4375	1.02294	-0.0194283	-0.0999812	0.737329	1.80199	0.101851
-0.4325	1.02289	-0.019375	-0.0999885	0.737281	1.80196	0.101848
-0.4275	1.02284	-0.0193213	-0.0999938	0.737233	1.80193	0.101843
-0.4225	1.02279	-0.0192674	-0.0999979	0.737184	1.80189	0.101837
-0.4175	1.02274	-0.0192132	-0.1	0.737134	1.80186	0.101829
-0.4125	1.02269	-0.0191588	-0.100001	0.737084	1.80182	0.10182
-0.4075	1.02264	-0.0191041	-0.100002	0.737034	1.80179	0.10181
-0.4025	1.02259	-0.019049	-0.100002	0.736983	1.80175	0.1018
-0.3975	1.02254	-0.0189936	-0.100001	0.736931	1.80171	0.101789
-0.3925	1.02249	-0.0189378	-0.100001	0.736879	1.80168	0.101778
-0.3875	1.02244	-0.0188814	-0.100001	0.736826	1.80164	0.101767
-0.3825	1.02238	-0.0188244	-0.1	0.736772	1.8016	0.101757
-0.3775	1.02233	-0.0187668	-0.1	0.736717	1.80157	0.101746
-0.3725	1.02227	-0.0187086	-0.0999998	0.736662	1.80153	0.101735
-0.3675	1.02222	-0.0186498	-0.0999997	0.736606	1.80149	0.101724
-0.3625	1.02216	-0.0185905	-0.0999996	0.736549	1.80145	0.101713
-0.3575	1.02211	-0.0185308	-0.0999996	0.736491	1.80141	0.101702
-0.3525	1.02205	-0.0184708	-0.0999996	0.736433	1.80137	0.101691
-0.3475	1.02199	-0.0184107	-0.0999996	0.736374	1.80133	0.10168
-0.3425	1.02193	-0.0183506	-0.0999996	0.736316	1.80128	0.101669
-0.3375	1.02187	-0.0182906	-0.0999996	0.736257	1.80124	0.101659
-0.3325	1.02181	-0.0182309	-0.0999996	0.736198	1.8012	0.101648
-0.3275	1.02176	-0.0181713	-0.0999996	0.736139	1.80116	0.101637
-0.3225	1.0217	-0.0181117	-0.0999996	0.73608	1.80112	0.101627
-0.3175	1.02164	-0.0180522	-0.0999996	0.736021	1.80108	0.101616
-0.3125	1.02158	-0.0179925	-0.0999996	0.735961	1.80104	0.101605
-0.3075	1.02152	-0.0179324	-0.0999996	0.735901	1.80099	0.101595
-0.3025	1.02146	-0.0178718	-0.0999996	0.73584	1.80095	0.101584
-0.2975	1.0214	-0.0178105	-0.0999996	0.735778	1.80091	0.101573
-0.2925	1.02134	-0.0177485	-0.0999996	0.735715	1.80086	0.101562
-0.2875	1.02127	-0.0176857	-0.0999996	0.735651	1.80082	0.101552
-0.2825	1.02121	-0.017622	-0.0999996	0.735585	1.80077	0.10154
-0.2775	1.02114	-0.0175578	-0.0999996	0.735519	1.80073	0.101529
-0.2725	1.02107	-0.0174931	-0.0999996	0.735451	1.80068	0.101518
-0.2675	1.02101	-0.0174281	-0.0999996	0.735383	1.80063	0.101507
-0.2625	1.02094	-0.0173633	-0.0999996	0.735315	1.80058	0.101496
-0.2575	1.02087	-0.0172988	-0.0999995	0.735246	1.80054	0.101485
-0.2525	1.0208	-0.0172348	-0.0999994	0.735177	1.80049	0.101474
-0.2475	1.02073	-0.0171715	-0.0999992	0.735109	1.80044	0.101463
-0.2425	1.02067	-0.0171089	-0.099999	0.735041	1.80039	0.101452
-0.2375	1.0206	-0.017047	-0.0999988	0.734973	1.80035	0.101441
-0.2325	1.02053	-0.0169856	-0.0999986	0.734905	1.8003	0.101431
-0.2275	1.02046	-0.0169248	-0.0999983	0.734837	1.80025	0.10142
-0.2225	1.0204	-0.0168643	-0.099998	0.734769	1.8002	0.10141
-0.2175	1.02033	-0.0168039	-0.0999979	0.7347	1.80015	0.1014
-0.2125	1.02026	-0.0167434	-0.0999985	0.73463	1.80011	0.101391
-0.2075	1.02019	-0.0166827	-0.1	0.73456	1.80006	0.101382
-0.2025	1.02012	-0.0166216	-0.100003	0.734488	1.80001	0.101375
-0.1975	1.02005	-0.0165603	-0.100008	0.734416	1.79996	0.10137
-0.1925	1.01997	-0.0164988	-0.100014	0.734342	1.7999	0.101366
-0.1875	1.0199	-0.0164377	-0.100021	0.734268	1.79985	0.101363
-0.1825	1.01982	-0.0163772	-0.10003	0.734193	1.7998	0.101362
-0.1775	1.01975	-0.0163179	-0.10004	0.734118	1.79975	0.101363
