x	y	rho	u	v	w	A11	A12	A13	A21	A22	A23	A31	A32	A33	omega	curlynorm	rho-rho0detA
-0.215 	0 	1.02424 	-0.0210226 	-0.100098 	0	1.00802	-0.000832276	0	0.000840714	1.00801	0	0	0	1.00802	-0.000221096	0.00148085	-1.44862e-06

-0.205 	0 	1.02419 	-0.0210274 	-0.100092 	0	1.008	-0.000609102	0	0.000630521	1.008	0	0	0	1.008	0.00330043	0.00435385	-2.60879e-06

-0.195 	0 	1.02412 	-0.021032 	-0.100032 	0	1.00798	1.82319e-05	0	3.08627e-05	1.00798	0	0	0	1.00798	0.0140747	0.0112107	-2.70974e-06

-0.185 	0 	1.02401 	-0.0210328 	-0.0998107 	0	1.00794	0.00158351	0	-0.00146864	1.00794	0	0	0	1.00794	0.0410828	0.026838	-1.72567e-06

-0.175 	0 	1.0238 	-0.0210278 	-0.0992105 	0	1.00786	0.00527883	0	-0.00509234	1.00785	0	0	0	1.00787	0.0842809	0.0545738	9.33766e-06

-0.165 	0 	1.02334 	-0.021011 	-0.098125 	0	1.00764	0.0123413	0	-0.0120882	1.00762	0	0	0	1.00772	0.135324	0.093331	2.40584e-05

-0.155 	0 	1.0223 	-0.0209572 	-0.096504 	0	1.0071	0.0238628	0	-0.0235217	1.00705	0	0	0	1.00739	0.193014	0.143239	3.6389e-05

-0.145 	0 	1.01993 	-0.0207851 	-0.0942648 	0	1.00577	0.0412849	0	-0.0408511	1.00568	0	0	0	1.00665	0.254773	0.20493	2.29782e-05

-0.135 	0 	1.01472 	-0.0204256 	-0.0914086 	0	1.00275	0.0660828	0	-0.0655715	1.00258	0	0	0	1.00496	0.314126	0.275694	4.31961e-05

-0.125 	0 	1.00455 	-0.0199088 	-0.0879823 	0	0.99662	0.0993997	0	-0.0988499	0.996353	0	0	0	1.0016	0.367286	0.349628	0.000137624

-0.115 	0 	0.987324 	-0.0191242 	-0.0840629 	0	0.985693	0.141628	0	-0.141099	0.985324	0	0	0	0.995835	0.408583	0.418138	0.000242045

-0.105 	0 	0.961772 	-0.0179586 	-0.0798106 	0	0.968293	0.192071	0	-0.191641	0.967866	0	0	0	0.987144	0.435209	0.470443	0.00030682

-0.095 	0 	0.928909 	-0.0164103 	-0.0753587 	0	0.943632	0.24858	0	-0.248366	0.943251	0	0	0	0.97578	0.45639	0.492128	0.00014053

-0.085 	0 	0.892882 	-0.0146271 	-0.0706828 	0	0.912843	0.30699	0	-0.307031	0.912606	0	0	0	0.963036	0.492374	0.473274	-0.000162762

-0.075 	0 	0.859156 	-0.0126884 	-0.0655112 	0	0.878805	0.362636	0	-0.362862	0.878737	0	0	0	0.950657	0.557957	0.418262	-7.17414e-05

-0.065 	0 	0.830942 	-0.0106075 	-0.0595236 	0	0.844746	0.412352	0	-0.412683	0.844817	0	0	0	0.940027	0.647144	0.340785	0.000120717

-0.055 	0 	0.80899 	-0.00847336 	-0.0525683 	0	0.813248	0.454457	0	-0.454841	0.813426	0	0	0	0.931681	0.745631	0.254937	8.34992e-05

-0.045 	0 	0.793032 	-0.00648899 	-0.044611 	0	0.786164	0.488207	0	-0.488613	0.786422	0	0	0	0.925532	0.843384	0.171782	3.4588e-05

-0.035 	0 	0.782204 	-0.00471897 	-0.0357007 	0	0.76484	0.513405	0	-0.513807	0.765145	0	0	0	0.92132	0.935211	0.0999132	-5.34836e-07

-0.025 	0 	0.775504 	-0.00313493 	-0.0259068 	0	0.749989	0.530322	0	-0.530693	0.750301	0	0	0	0.918699	1.0207	0.0459165	-2.11354e-05

-0.015 	0 	0.772 	-0.00163054 	-0.0152867 	0	0.741557	0.539755	0	-0.540057	0.741825	0	0	0	0.917328	1.0943	0.0133829	-2.69458e-05

-0.005 	0 	0.770785 	-0.000110066 	-0.00402073 	0	0.738493	0.543253	0	-0.543422	0.738645	0	0	0	0.916864	1.12072	0.000959718	-2.28256e-05

0.005 	0 	0.770765 	0.00135688 	0.00712767 	0	0.73846	0.543285	0	-0.543456	0.738614	0	0	0	0.916853	1.06769	0.00190834	-2.27008e-05

0.015 	0 	0.771971 	0.00263415 	0.017333 	0	0.741726	0.539352	0	-0.539856	0.742172	0	0	0	0.91732	0.971839	0.0206967	-0.000101104

0.025 	0 	0.776904 	0.0037809 	0.0265644 	0	0.753855	0.525683	0	-0.526279	0.754346	0	0	0	0.919267	0.901794	0.0709633	-0.000174172

0.035 	0 	0.787651 	0.0049894 	0.0353688 	0	0.776586	0.499486	0	-0.499983	0.776926	0	0	0	0.9235	0.857596	0.145531	-0.000171517

0.045 	0 	0.804458 	0.00664646 	0.0437164 	0	0.806392	0.463157	0	-0.463554	0.806578	0	0	0	0.930015	0.80628	0.227475	-0.000113158

0.055 	0 	0.827403 	0.00865435 	0.0514944 	0	0.840369	0.41854	0	-0.418801	0.840392	0	0	0	0.938846	0.747106	0.306191	-0.000212307

0.065 	0 	0.85595 	0.0109202 	0.0586585 	0	0.875361	0.368118	0	-0.368194	0.875215	0	0	0	0.949589	0.682698	0.368214	-0.000262925

0.075 	0 	0.888114 	0.0132893 	0.0651484 	0	0.908145	0.315275	0	-0.315157	0.907868	0	0	0	0.961266	0.612989	0.402289	6.05558e-05

0.085 	0 	0.920223 	0.0157103 	0.0709183 	0	0.936299	0.263567	0	-0.263313	0.935965	0	0	0	0.97265	0.543192	0.406832	0.000345043

0.095 	0 	0.948983 	0.0177256 	0.0760122 	0	0.958803	0.215448	0	-0.215123	0.958475	0	0	0	0.98269	0.478324	0.38874	0.000357301

0.105 	0 	0.972757 	0.0191519 	0.0804847 	0	0.97577	0.172221	0	-0.171855	0.975479	0	0	0	0.990845	0.419203	0.355521	0.000301344

0.115 	0 	0.990857 	0.0200537 	0.0843963 	0	0.987828	0.134653	0	-0.134275	0.987591	0	0	0	0.996964	0.365153	0.313068	0.000222962

0.125 	0 	1.00363 	0.0205681 	0.0877878 	0	0.995919	0.102985	0	-0.102623	0.995742	0	0	0	1.00123	0.313958	0.26676	0.000147047

0.135 	0 	1.01205 	0.0208347 	0.0906754 	0	1.00106	0.0770295	0	-0.0766968	1.00094	0	0	0	1.00403	0.263047	0.220524	8.04869e-05

0.145 	0 	1.01728 	0.0209527 	0.0930487 	0	1.00417	0.056333	0	-0.0560547	1.00409	0	0	0	1.00575	0.214251	0.176789	2.46169e-05

0.155 	0 	1.02036 	0.0209965 	0.0949605 	0	1.00595	0.0402973	0	-0.0400542	1.0059	0	0	0	1.00676	0.170638	0.137893	3.78337e-06

0.165 	0 	1.02211 	0.0210072 	0.0964615 	0	1.00694	0.028118	0	-0.0279201	1.00691	0	0	0	1.00733	0.131981	0.105009	-1.12049e-05

0.175 	0 	1.02307 	0.0210031 	0.0976001 	0	1.00746	0.0190807	0	-0.018924	1.00745	0	0	0	1.00765	0.0987009	0.0779109	-1.7841e-05

0.185 	0 	1.0236 	0.0209956 	0.0984355 	0	1.00774	0.0125317	0	-0.0124109	1.00773	0	0	0	1.00782	0.0713741	0.0562989	-1.89033e-05

0.195 	0 	1.02389 	0.0209885 	0.0990276 	0	1.00788	0.00790173	0	-0.00781093	1.00787	0	0	0	1.00791	0.0497961	0.0395857	-1.69731e-05

0.205 	0 	1.02406 	0.0209828 	0.0994315 	0	1.00795	0.00471369	0	-0.00464722	1.00795	0	0	0	1.00796	0.0333878	0.0270413	-1.38204e-05

0.215 	0 	1.02416 	0.0209804 	0.0996953 	0	1.00799	0.00258107	0	-0.00253372	1.00799	0	0	0	1.00799	0.0213799	0.0179015	-1.04987e-05

0.225 	0 	1.02424 	0.02098 	0.0998591 	0	1.00802	0.00120011	0	-0.00116737	1.00802	0	0	0	1.00802	0.0129353	0.0114424	-7.53394e-06

0.235 	0 	1.0243 	0.0209816 	0.099954 	0	1.00804	0.000338818	0	-0.000316912	1.00804	0	0	0	1.00804	0.00725307	0.00702432	-5.13687e-06

0.245 	0 	1.02435 	0.0209849 	0.100004 	0	1.00805	-0.000174953	0	0.00018906	1.00805	0	0	0	1.00805	0.00361821	0.00410863	-3.33456e-06

0.255 	0 	1.02439 	0.0209889 	0.100026 	0	1.00807	-0.000464792	0	0.000473553	1.00806	0	0	0	1.00807	0.00141186	0.00225499	-2.06811e-06

0.265 	0 	1.02443 	0.0209932 	0.100032 	0	1.00808	-0.00061541	0	0.000620578	1.00808	0	0	0	1.00808	0.000228687	0.00112804	-1.20692e-06

0.275 	0 	1.02446 	0.0209974 	0.100031 	0	1.00809	-0.000684196	0	0.000686961	1.00809	0	0	0	1.00809	-0.000304326	0.000493379	-6.15684e-07

0.285 	0 	1.02449 	0.0210009 	0.100026 	0	1.0081	-0.000709477	0	0.000710772	1.0081	0	0	0	1.0081	-0.000541868	0.000184587	-2.10384e-07

0.295 	0 	1.02452 	0.0210035 	0.10002 	0	1.00811	-0.00071465	0	0.000715431	1.00811	0	0	0	1.00811	-0.000578454	8.90397e-05	3.08038e-08

0.305 	0 	1.02455 	0.0210048 	0.100015 	0	1.00812	-0.000707143	0	0.00070768	1.00812	0	0	0	1.00812	-0.000501216	0.000147212	7.08151e-08

0.315 	0 	1.02457 	0.0210049 	0.10001 	0	1.00812	-0.000690111	0	0.000690098	1.00812	0	0	0	1.00812	-0.000408474	0.00018789	8.79048e-08

0.325 	0 	1.02458 	0.0210038 	0.100007 	0	1.00813	-0.000672736	0	0.000672482	1.00813	0	0	0	1.00813	-0.000295375	0.000166278	1.06869e-07

0.335 	0 	1.0246 	0.0210015 	0.100004 	0	1.00813	-0.000659544	0	0.000659306	1.00813	0	0	0	1.00813	-0.000188604	0.000124565	1.06811e-07

0.345 	0 	1.02461 	0.0209987 	0.100003 	0	1.00814	-0.000650397	0	0.000650181	1.00814	0	0	0	1.00814	-0.00010608	8.6638e-05	1.01238e-07

0.355 	0 	1.02463 	0.0209957 	0.100002 	0	1.00814	-0.000645027	0	0.000644824	1.00814	0	0	0	1.00814	-2.06651e-05	5.55477e-05	8.81828e-08

0.365 	0 	1.02464 	0.0209928 	0.100002 	0	1.00815	-0.000643044	0	0.00064288	1.00815	0	0	0	1.00815	3.8166e-05	3.7829e-05	5.22362e-08

0.375 	0 	1.02465 	0.02099 	0.100003 	0	1.00815	-0.000643702	0	0.000643447	1.00815	0	0	0	1.00815	1.77559e-05	4.42094e-05	-1.41723e-08

0.385 	0 	1.02466 	0.0209869 	0.100003 	0	1.00815	-0.000648944	0	0.000648284	1.00815	0	0	0	1.00815	-7.83157e-05	0.000119602	-6.93163e-08

0.395 	0 	1.02466 	0.0209831 	0.100001 	0	1.00815	-0.000666603	0	0.000665064	1.00815	0	0	0	1.00815	-0.000381717	0.000322211	-4.81775e-08

0.405 	0 	1.02467 	0.0209779 	0.0999951 	0	1.00815	-0.000711946	0	0.00070995	1.00815	0	0	0	1.00816	-0.000940486	0.000639282	5.16169e-08

0.415 	0 	1.02467 	0.0209711 	0.0999825 	0	1.00815	-0.000791737	0	0.000789949	1.00815	0	0	0	1.00816	-0.00150826	0.000958959	5.22929e-08

0.425 	0 	1.02466 	0.020963 	0.0999649 	0	1.00815	-0.000899686	0	0.00089853	1.00815	0	0	0	1.00815	-0.00196707	0.00117297	9.47045e-09

0.435 	0 	1.02466 	0.0209522 	0.0999431 	0	1.00815	-0.00102141	0	0.00102153	1.00815	0	0	0	1.00815	-0.00236571	0.00118763	-1.51876e-07

0.445 	0 	1.02465 	0.0209387 	0.0999176 	0	1.00815	-0.00113226	0	0.00113365	1.00815	0	0	0	1.00815	-0.00281769	0.000964411	-4.01936e-07

0.455 	0 	1.02464 	0.0209228 	0.0998868 	0	1.00815	-0.00121024	0	0.00121241	1.00815	0	0	0	1.00815	-0.00346196	0.000579655	-3.90193e-07

0.465 	0 	1.02462 	0.0209031 	0.0998483 	0	1.00814	-0.00124531	0	0.00124735	1.00814	0	0	0	1.00814	-0.00413501	0.000227031	-4.05645e-08

0.475 	0 	1.02457 	0.0208656 	0.0998041 	0	1.00812	-0.00124289	0	0.0012468	1.00812	0	0	0	1.00813	-0.00400351	0.00129735	2.89533e-06

0.485 	0 	1.02419 	0.0206315 	0.0997683 	0	1.008	-0.00115823	0	0.00117933	1.0079	0	0	0	1.00808	0.00185688	0.0122426	1.79935e-05

0.495 	0 	1.01822 	0.0161538 	0.0998412 	0	1.00612	-0.00069896	0	0.000720647	1.00581	0	0	0	1.0061	0.0115865	0.0409062	8.38865e-05

