x	y	rho	u	v	w	A11	A12	A13	A21	A22	A23	A31	A32	A33	omega	curlynorm	rho-rho0detA
-0.3985 	0 	1.02262 	-0.016105 	-0.099554 	0	1.00753	9.80409e-05	0	-0.00017121	1.00746	0	0	0	1.00746	0.00872626	0.0022113	3.23809e-08

-0.3975 	0 	1.02262 	-0.0161129 	-0.0995452 	0	1.00753	0.000120144	0	-0.000195344	1.00746	0	0	0	1.00746	0.00896497	0.00225347	3.23592e-08

-0.3965 	0 	1.02263 	-0.0161207 	-0.0995361 	0	1.00753	0.000142674	0	-0.00021994	1.00746	0	0	0	1.00746	0.00920766	0.0022968	3.23402e-08

-0.3955 	0 	1.02263 	-0.0161286 	-0.0995267 	0	1.00753	0.000165642	0	-0.000245008	1.00746	0	0	0	1.00746	0.00945438	0.00234131	3.23248e-08

-0.3945 	0 	1.02263 	-0.0161364 	-0.0995172 	0	1.00754	0.000189061	0	-0.000270562	1.00746	0	0	0	1.00747	0.0097052	0.00238703	3.2313e-08

-0.3935 	0 	1.02264 	-0.0161443 	-0.0995073 	0	1.00754	0.000212942	0	-0.000296615	1.00746	0	0	0	1.00747	0.00996019	0.00243397	3.23037e-08

-0.3925 	0 	1.02264 	-0.0161521 	-0.0994972 	0	1.00754	0.000237298	0	-0.000323178	1.00747	0	0	0	1.00747	0.0102194	0.00248217	3.22949e-08

-0.3915 	0 	1.02264 	-0.0161599 	-0.0994869 	0	1.00754	0.000262142	0	-0.000350266	1.00747	0	0	0	1.00747	0.010483	0.00253164	3.22844e-08

-0.3905 	0 	1.02265 	-0.0161678 	-0.0994763 	0	1.00754	0.000287485	0	-0.000377892	1.00747	0	0	0	1.00747	0.0107509	0.00258241	3.22707e-08

-0.3895 	0 	1.02265 	-0.0161756 	-0.0994654 	0	1.00754	0.000313343	0	-0.00040607	1.00747	0	0	0	1.00747	0.0110232	0.0026345	3.22539e-08

-0.3885 	0 	1.02265 	-0.0161834 	-0.0994542 	0	1.00754	0.000339727	0	-0.000434813	1.00747	0	0	0	1.00747	0.0113	0.00268793	3.22359e-08

-0.3875 	0 	1.02266 	-0.0161912 	-0.0994428 	0	1.00754	0.000366652	0	-0.000464136	1.00747	0	0	0	1.00747	0.0115814	0.0027427	3.22188e-08

-0.3865 	0 	1.02266 	-0.016199 	-0.0994311 	0	1.00754	0.000394131	0	-0.000494053	1.00747	0	0	0	1.00747	0.0118674	0.00279882	3.22042e-08

-0.3855 	0 	1.02266 	-0.0162068 	-0.099419 	0	1.00755	0.000422177	0	-0.000524578	1.00747	0	0	0	1.00748	0.0121581	0.0028563	3.21911e-08

-0.3845 	0 	1.02267 	-0.0162146 	-0.0994067 	0	1.00755	0.000450805	0	-0.000555725	1.00747	0	0	0	1.00748	0.0124535	0.00291515	3.21762e-08

-0.3835 	0 	1.02267 	-0.0162224 	-0.0993941 	0	1.00755	0.000480027	0	-0.000587509	1.00748	0	0	0	1.00748	0.0127537	0.0029754	3.21548e-08

-0.3825 	0 	1.02267 	-0.0162302 	-0.0993812 	0	1.00755	0.00050986	0	-0.000619945	1.00748	0	0	0	1.00748	0.0130589	0.0030371	3.21251e-08

-0.3815 	0 	1.02268 	-0.016238 	-0.099368 	0	1.00755	0.000540316	0	-0.000653048	1.00748	0	0	0	1.00748	0.0133691	0.00310031	3.20908e-08

-0.3805 	0 	1.02268 	-0.0162457 	-0.0993545 	0	1.00755	0.000571412	0	-0.000686834	1.00748	0	0	0	1.00748	0.0136844	0.00316508	3.20558e-08

-0.3795 	0 	1.02268 	-0.0162535 	-0.0993407 	0	1.00755	0.000603164	0	-0.00072132	1.00748	0	0	0	1.00748	0.0140049	0.00323145	3.20172e-08

-0.3785 	0 	1.02268 	-0.0162613 	-0.0993265 	0	1.00755	0.000635588	0	-0.000756523	1.00748	0	0	0	1.00748	0.0143304	0.00329941	3.20783e-08

-0.3775 	0 	1.02269 	-0.016269 	-0.099312 	0	1.00755	0.000668699	0	-0.000792459	1.00748	0	0	0	1.00748	0.0146613	0.00336886	3.28935e-08

-0.3765 	0 	1.02269 	-0.0162768 	-0.0992972 	0	1.00755	0.000702513	0	-0.000829144	1.00748	0	0	0	1.00748	0.0149981	0.00343969	3.59284e-08

-0.3755 	0 	1.02269 	-0.0162846 	-0.099282 	0	1.00755	0.000737043	0	-0.000866589	1.00748	0	0	0	1.00749	0.0153395	0.00351165	3.37992e-08

-0.3745 	0 	1.0227 	-0.0162923 	-0.0992665 	0	1.00756	0.000772298	0	-0.000904812	1.00748	0	0	0	1.00749	0.0156853	0.00358592	2.74248e-08

-0.3735 	0 	1.0227 	-0.0163001 	-0.0992506 	0	1.00756	0.000808315	0	-0.000943841	1.00748	0	0	0	1.00749	0.016038	0.00366249	3.16308e-08

-0.3725 	0 	1.0227 	-0.0163078 	-0.0992344 	0	1.00756	0.000845104	0	-0.000983691	1.00749	0	0	0	1.00749	0.0163968	0.0037402	3.23252e-08

-0.3715 	0 	1.0227 	-0.0163156 	-0.0992178 	0	1.00756	0.000882678	0	-0.00102438	1.00749	0	0	0	1.00749	0.0167606	0.00381932	3.22629e-08

-0.3705 	0 	1.02271 	-0.0163233 	-0.0992009 	0	1.00756	0.000921053	0	-0.00106591	1.00749	0	0	0	1.00749	0.0171301	0.00390006	3.22501e-08

-0.3695 	0 	1.02271 	-0.0163311 	-0.0991836 	0	1.00756	0.000960246	0	-0.00110832	1.00749	0	0	0	1.00749	0.0175057	0.00398253	3.22615e-08

-0.3685 	0 	1.02271 	-0.0163388 	-0.0991659 	0	1.00756	0.00100028	0	-0.00115161	1.00749	0	0	0	1.00749	0.0178873	0.00406686	3.22756e-08

-0.3675 	0 	1.02271 	-0.0163465 	-0.0991478 	0	1.00756	0.00104116	0	-0.00119581	1.00749	0	0	0	1.00749	0.0182751	0.00415315	3.22826e-08

-0.3665 	0 	1.02272 	-0.0163543 	-0.0991293 	0	1.00756	0.00108292	0	-0.00124094	1.00749	0	0	0	1.00749	0.018669	0.00424147	3.22818e-08

-0.3655 	0 	1.02272 	-0.016362 	-0.0991105 	0	1.00756	0.00112558	0	-0.00128702	1.00749	0	0	0	1.00749	0.0190691	0.00433184	3.22764e-08

-0.3645 	0 	1.02272 	-0.0163697 	-0.0990912 	0	1.00756	0.00116915	0	-0.00133407	1.00749	0	0	0	1.00749	0.0194754	0.00442427	3.22714e-08

-0.3635 	0 	1.02272 	-0.0163774 	-0.0990715 	0	1.00756	0.00121367	0	-0.00138212	1.00749	0	0	0	1.0075	0.019888	0.00451871	3.22715e-08

-0.3625 	0 	1.02273 	-0.0163851 	-0.0990514 	0	1.00756	0.00125914	0	-0.00143118	1.00749	0	0	0	1.0075	0.0203069	0.00461508	3.22813e-08

-0.3615 	0 	1.02273 	-0.0163929 	-0.0990309 	0	1.00756	0.00130559	0	-0.00148127	1.00749	0	0	0	1.0075	0.0207321	0.00471332	3.23036e-08

-0.3605 	0 	1.02273 	-0.0164006 	-0.09901 	0	1.00757	0.00135304	0	-0.00153242	1.00749	0	0	0	1.0075	0.0211637	0.00481337	3.23387e-08

-0.3595 	0 	1.02273 	-0.0164083 	-0.0989886 	0	1.00757	0.00140151	0	-0.00158464	1.0075	0	0	0	1.0075	0.021602	0.00491517	3.23838e-08

-0.3585 	0 	1.02273 	-0.016416 	-0.0989667 	0	1.00757	0.001451	0	-0.00163796	1.0075	0	0	0	1.0075	0.0220469	0.00501875	3.24334e-08

-0.3575 	0 	1.02274 	-0.0164237 	-0.0989445 	0	1.00757	0.00150155	0	-0.00169238	1.0075	0	0	0	1.0075	0.0224987	0.00512415	3.24801e-08

-0.3565 	0 	1.02274 	-0.0164314 	-0.0989217 	0	1.00757	0.00155318	0	-0.00174794	1.0075	0	0	0	1.0075	0.0229574	0.00523144	3.25138e-08

-0.3555 	0 	1.02274 	-0.0164391 	-0.0988986 	0	1.00757	0.00160589	0	-0.00180465	1.0075	0	0	0	1.0075	0.0234233	0.00534075	3.25311e-08

-0.3545 	0 	1.02274 	-0.0164468 	-0.0988749 	0	1.00757	0.00165971	0	-0.00186253	1.0075	0	0	0	1.0075	0.0238962	0.0054522	3.25343e-08

-0.3535 	0 	1.02274 	-0.0164545 	-0.0988508 	0	1.00757	0.00171467	0	-0.00192161	1.0075	0	0	0	1.0075	0.0243765	0.00556593	3.25317e-08

-0.3525 	0 	1.02275 	-0.0164622 	-0.0988262 	0	1.00757	0.00177079	0	-0.00198191	1.0075	0	0	0	1.0075	0.024864	0.00568205	3.25401e-08

-0.3515 	0 	1.02275 	-0.0164699 	-0.098801 	0	1.00757	0.0018281	0	-0.00204346	1.0075	0	0	0	1.0075	0.0253589	0.00580069	3.25814e-08

-0.3505 	0 	1.02275 	-0.0164776 	-0.0987754 	0	1.00757	0.00188661	0	-0.00210629	1.0075	0	0	0	1.0075	0.0258614	0.00592196	3.26717e-08

-0.3495 	0 	1.02275 	-0.0164853 	-0.0987493 	0	1.00757	0.00194636	0	-0.00217042	1.0075	0	0	0	1.00751	0.0263713	0.00604597	3.2809e-08

-0.3485 	0 	1.02275 	-0.016493 	-0.0987227 	0	1.00757	0.00200739	0	-0.00223588	1.0075	0	0	0	1.00751	0.026889	0.00617281	3.29646e-08

-0.3475 	0 	1.02276 	-0.0165007 	-0.0986955 	0	1.00757	0.0020697	0	-0.0023027	1.0075	0	0	0	1.00751	0.0274143	0.00630256	3.30913e-08

