x	y	rho	u	v	w	A11	A12	A13	A21	A22	A23	A31	A32	A33	omega	curlynorm	rho-rho0detA
-0.3465 	0 	1.02276 	-0.0165084 	-0.0986679 	0	1.00757	0.00213335	0	-0.00237092	1.0075	0	0	0	1.00751	0.0279474	0.00643524	3.31466e-08

-0.3455 	0 	1.02276 	-0.0165161 	-0.0986396 	0	1.00757	0.00219836	0	-0.00244057	1.0075	0	0	0	1.00751	0.0284882	0.00657076	3.31233e-08

-0.3445 	0 	1.02276 	-0.0165237 	-0.0986109 	0	1.00757	0.00226475	0	-0.00251167	1.0075	0	0	0	1.00751	0.0290367	0.00670894	3.30692e-08

-0.3435 	0 	1.02276 	-0.0165314 	-0.0985816 	0	1.00757	0.00233255	0	-0.00258426	1.0075	0	0	0	1.00751	0.0295927	0.00684951	3.30757e-08

-0.3425 	0 	1.02276 	-0.0165391 	-0.0985517 	0	1.00757	0.00240179	0	-0.00265835	1.0075	0	0	0	1.00751	0.0301563	0.00699214	3.32239e-08

-0.3415 	0 	1.02276 	-0.0165468 	-0.0985213 	0	1.00757	0.00247249	0	-0.00273397	1.0075	0	0	0	1.00751	0.0307276	0.00713656	3.34961e-08

-0.3405 	0 	1.02277 	-0.0165545 	-0.0984902 	0	1.00757	0.00254466	0	-0.00281113	1.0075	0	0	0	1.00751	0.031307	0.00728267	3.35782e-08

-0.3395 	0 	1.02277 	-0.0165621 	-0.0984586 	0	1.00757	0.00261833	0	-0.00288987	1.0075	0	0	0	1.00751	0.0318949	0.00743058	3.34419e-08

-0.3385 	0 	1.02277 	-0.0165698 	-0.0984265 	0	1.00757	0.00269351	0	-0.00297019	1.0075	0	0	0	1.00751	0.0324916	0.00758049	3.3908e-08

-0.3375 	0 	1.02277 	-0.0165775 	-0.0983937 	0	1.00757	0.00277023	0	-0.00305212	1.0075	0	0	0	1.00751	0.0330967	0.00773261	3.52503e-08

-0.3365 	0 	1.02277 	-0.0165851 	-0.0983603 	0	1.00757	0.0028485	0	-0.00313568	1.0075	0	0	0	1.00751	0.0337102	0.00788709	3.62559e-08

-0.3355 	0 	1.02277 	-0.0165928 	-0.0983262 	0	1.00757	0.00292837	0	-0.00322091	1.0075	0	0	0	1.00751	0.0343327	0.00804424	3.56064e-08

-0.3345 	0 	1.02277 	-0.0166005 	-0.0982916 	0	1.00757	0.00300985	0	-0.00330782	1.0075	0	0	0	1.00751	0.0349642	0.00820467	3.6189e-08

-0.3335 	0 	1.02277 	-0.0166081 	-0.0982563 	0	1.00757	0.00309298	0	-0.00339647	1.0075	0	0	0	1.00751	0.0356047	0.00836905	3.69394e-08

-0.3325 	0 	1.02277 	-0.0166158 	-0.0982204 	0	1.00757	0.00317781	0	-0.0034869	1.0075	0	0	0	1.00751	0.0362543	0.00853735	3.51044e-08

-0.3315 	0 	1.02277 	-0.0166234 	-0.0981838 	0	1.00757	0.00326439	0	-0.00357914	1.0075	0	0	0	1.00751	0.0369129	0.00870893	3.4042e-08

-0.3305 	0 	1.02277 	-0.0166311 	-0.0981466 	0	1.00757	0.00335273	0	-0.00367323	1.0075	0	0	0	1.00751	0.0375802	0.00888339	3.42476e-08

-0.3295 	0 	1.02277 	-0.0166387 	-0.0981086 	0	1.00757	0.00344286	0	-0.0037692	1.0075	0	0	0	1.00751	0.0382562	0.00906066	3.42578e-08

-0.3285 	0 	1.02277 	-0.0166464 	-0.09807 	0	1.00757	0.00353483	0	-0.00386708	1.0075	0	0	0	1.00751	0.0389414	0.00924073	3.40496e-08

-0.3275 	0 	1.02277 	-0.016654 	-0.0980308 	0	1.00757	0.00362866	0	-0.00396689	1.0075	0	0	0	1.00751	0.0396358	0.00942359	3.37764e-08

-0.3265 	0 	1.02277 	-0.0166617 	-0.0979908 	0	1.00757	0.00372437	0	-0.00406868	1.0075	0	0	0	1.00751	0.0403398	0.00960939	3.338e-08

-0.3255 	0 	1.02277 	-0.0166693 	-0.0979501 	0	1.00757	0.00382201	0	-0.00417248	1.0075	0	0	0	1.00751	0.0410536	0.00979846	3.26e-08

-0.3245 	0 	1.02277 	-0.0166769 	-0.0979087 	0	1.00757	0.00392161	0	-0.00427831	1.0075	0	0	0	1.00751	0.0417775	0.00999129	3.25105e-08

-0.3235 	0 	1.02277 	-0.0166846 	-0.0978665 	0	1.00757	0.0040232	0	-0.00438623	1.0075	0	0	0	1.00751	0.0425113	0.0101883	3.46538e-08

-0.3225 	0 	1.02277 	-0.0166922 	-0.0978236 	0	1.00757	0.00412685	0	-0.00449629	1.0075	0	0	0	1.00751	0.0432546	0.0103895	3.78724e-08

-0.3215 	0 	1.02277 	-0.0166998 	-0.09778 	0	1.00757	0.00423259	0	-0.00460852	1.0075	0	0	0	1.00751	0.0440071	0.0105948	4.10659e-08

-0.3205 	0 	1.02277 	-0.0167074 	-0.0977356 	0	1.00757	0.00434046	0	-0.00472297	1.0075	0	0	0	1.00751	0.0447686	0.0108034	3.7707e-08

-0.3195 	0 	1.02277 	-0.016715 	-0.0976905 	0	1.00757	0.0044505	0	-0.00483967	1.0075	0	0	0	1.00751	0.0455397	0.011015	3.22082e-08

-0.3185 	0 	1.02277 	-0.0167227 	-0.0976446 	0	1.00757	0.00456274	0	-0.00495866	1.0075	0	0	0	1.00751	0.0463206	0.011229	3.34334e-08

-0.3175 	0 	1.02277 	-0.0167303 	-0.0975978 	0	1.00757	0.00467719	0	-0.00507996	1.0075	0	0	0	1.00751	0.0471114	0.0114455	3.6104e-08

-0.3165 	0 	1.02277 	-0.0167378 	-0.0975503 	0	1.00757	0.0047939	0	-0.0052036	1.0075	0	0	0	1.00751	0.0479125	0.0116645	3.74931e-08

-0.3155 	0 	1.02277 	-0.0167454 	-0.097502 	0	1.00757	0.00491289	0	-0.00532961	1.0075	0	0	0	1.00751	0.0487243	0.0118864	3.80908e-08

-0.3145 	0 	1.02277 	-0.016753 	-0.0974529 	0	1.00756	0.0050342	0	-0.00545803	1.0075	0	0	0	1.00751	0.0495469	0.0121116	3.82983e-08

-0.3135 	0 	1.02277 	-0.0167606 	-0.0974029 	0	1.00756	0.00515785	0	-0.00558889	1.0075	0	0	0	1.00751	0.0503802	0.0123405	3.83353e-08

-0.3125 	0 	1.02277 	-0.0167682 	-0.0973521 	0	1.00756	0.00528391	0	-0.00572223	1.00749	0	0	0	1.00751	0.051224	0.0125734	3.83394e-08

-0.3115 	0 	1.02277 	-0.0167757 	-0.0973005 	0	1.00756	0.0054124	0	-0.00585812	1.00749	0	0	0	1.00751	0.0520784	0.0128105	3.8396e-08

-0.3105 	0 	1.02276 	-0.0167833 	-0.097248 	0	1.00756	0.00554338	0	-0.00599658	1.00749	0	0	0	1.00751	0.0529432	0.0130517	3.85533e-08

-0.3095 	0 	1.02276 	-0.0167908 	-0.0971946 	0	1.00756	0.0056769	0	-0.00613766	1.00749	0	0	0	1.00751	0.0538186	0.0132968	3.88222e-08

-0.3085 	0 	1.02276 	-0.0167984 	-0.0971403 	0	1.00756	0.00581299	0	-0.00628142	1.00749	0	0	0	1.00751	0.0547045	0.0135459	3.91773e-08

-0.3075 	0 	1.02276 	-0.0168059 	-0.0970852 	0	1.00755	0.0059517	0	-0.00642789	1.00749	0	0	0	1.00751	0.0556011	0.0137987	3.95753e-08

-0.3065 	0 	1.02276 	-0.0168134 	-0.0970291 	0	1.00755	0.00609307	0	-0.00657712	1.00749	0	0	0	1.00751	0.0565085	0.0140553	3.99785e-08

-0.3055 	0 	1.02275 	-0.0168209 	-0.0969722 	0	1.00755	0.00623714	0	-0.00672914	1.00748	0	0	0	1.00751	0.0574269	0.0143157	4.03683e-08

-0.3045 	0 	1.02275 	-0.0168284 	-0.0969143 	0	1.00755	0.00638396	0	-0.00688401	1.00748	0	0	0	1.00751	0.0583563	0.01458	4.07443e-08

-0.3035 	0 	1.02275 	-0.0168359 	-0.0968554 	0	1.00755	0.00653357	0	-0.00704177	1.00748	0	0	0	1.0075	0.0592968	0.0148482	4.11165e-08

-0.3025 	0 	1.02275 	-0.0168434 	-0.0967957 	0	1.00754	0.00668601	0	-0.00720245	1.00748	0	0	0	1.0075	0.0602485	0.0151204	4.1497e-08

-0.3015 	0 	1.02274 	-0.0168509 	-0.096735 	0	1.00754	0.00684133	0	-0.00736612	1.00748	0	0	0	1.0075	0.0612114	0.0153966	4.18941e-08

-0.3005 	0 	1.02274 	-0.0168583 	-0.0966733 	0	1.00754	0.00699958	0	-0.00753282	1.00747	0	0	0	1.0075	0.0621855	0.0156769	4.23109e-08

-0.2995 	0 	1.02274 	-0.0168658 	-0.0966106 	0	1.00754	0.00716081	0	-0.00770258	1.00747	0	0	0	1.0075	0.063171	0.0159613	4.27469e-08

-0.2985 	0 	1.02273 	-0.0168732 	-0.0965469 	0	1.00754	0.00732505	0	-0.00787547	1.00747	0	0	0	1.0075	0.0641679	0.0162499	4.32001e-08

-0.2975 	0 	1.02273 	-0.0168806 	-0.0964822 	0	1.00753	0.00749237	0	-0.00805153	1.00747	0	0	0	1.0075	0.0651762	0.0165426	4.36693e-08

-0.2965 	0 	1.02272 	-0.016888 	-0.0964166 	0	1.00753	0.0076628	0	-0.0082308	1.00746	0	0	0	1.0075	0.066196	0.0168396	4.4154e-08

-0.2955 	0 	1.02272 	-0.0168954 	-0.0963499 	0	1.00753	0.00783639	0	-0.00841335	1.00746	0	0	0	1.0075	0.0672275	0.0171408	4.46547e-08

-0.2945 	0 	1.02271 	-0.0169028 	-0.0962821 	0	1.00752	0.00801321	0	-0.00859921	1.00746	0	0	0	1.00749	0.0682705	0.0174463	4.51718e-08

-0.2935 	0 	1.02271 	-0.0169101 	-0.0962133 	0	1.00752	0.00819329	0	-0.00878844	1.00746	0	0	0	1.00749	0.0693252	0.0177562	4.57057e-08

-0.2925 	0 	1.0227 	-0.0169174 	-0.0961435 	0	1.00752	0.00837668	0	-0.00898109	1.00745	0	0	0	1.00749	0.0703917	0.0180704	4.62573e-08

-0.2915 	0 	1.0227 	-0.0169248 	-0.0960725 	0	1.00751	0.00856345	0	-0.00917721	1.00745	0	0	0	1.00749	0.0714699	0.018389	4.68274e-08

-0.2905 	0 	1.02269 	-0.016932 	-0.0960005 	0	1.00751	0.00875363	0	-0.00937686	1.00745	0	0	0	1.00749	0.07256	0.0187121	4.74168e-08

-0.2895 	0 	1.02269 	-0.0169393 	-0.0959274 	0	1.0075	0.00894729	0	-0.00958009	1.00744	0	0	0	1.00749	0.073662	0.0190396	4.8026e-08

-0.2885 	0 	1.02268 	-0.0169466 	-0.0958532 	0	1.0075	0.00914447	0	-0.00978695	1.00744	0	0	0	1.00748	0.0747759	0.0193717	4.8655e-08

-0.2875 	0 	1.02267 	-0.0169538 	-0.0957779 	0	1.0075	0.00934523	0	-0.00999749	1.00743	0	0	0	1.00748	0.0759018	0.0197082	4.9304e-08

-0.2865 	0 	1.02267 	-0.016961 	-0.0957014 	0	1.00749	0.00954963	0	-0.0102118	1.00743	0	0	0	1.00748	0.0770398	0.0200494	4.99734e-08

-0.2855 	0 	1.02266 	-0.0169682 	-0.0956238 	0	1.00749	0.00975772	0	-0.0104298	1.00743	0	0	0	1.00748	0.0781898	0.0203952	5.06642e-08

-0.2845 	0 	1.02265 	-0.0169753 	-0.095545 	0	1.00748	0.00996955	0	-0.0106518	1.00742	0	0	0	1.00747	0.079352	0.0207456	5.13774e-08

-0.2835 	0 	1.02264 	-0.0169824 	-0.0954651 	0	1.00748	0.0101852	0	-0.0108776	1.00742	0	0	0	1.00747	0.0805263	0.0211008	5.21136e-08

-0.2825 	0 	1.02264 	-0.0169895 	-0.095384 	0	1.00747	0.0104047	0	-0.0111074	1.00741	0	0	0	1.00747	0.0817129	0.0214606	5.28729e-08

-0.2815 	0 	1.02263 	-0.0169966 	-0.0953016 	0	1.00747	0.0106281	0	-0.0113413	1.00741	0	0	0	1.00747	0.0829117	0.0218252	5.36552e-08

-0.2805 	0 	1.02262 	-0.0170036 	-0.0952181 	0	1.00746	0.0108555	0	-0.0115792	1.0074	0	0	0	1.00746	0.0841228	0.0221946	5.44609e-08

-0.2795 	0 	1.02261 	-0.0170106 	-0.0951334 	0	1.00745	0.0110869	0	-0.0118212	1.0074	0	0	0	1.00746	0.0853462	0.0225688	5.52912e-08

-0.2785 	0 	1.0226 	-0.0170176 	-0.0950474 	0	1.00745	0.0113224	0	-0.0120675	1.00739	0	0	0	1.00746	0.086582	0.0229478	5.61473e-08

-0.2775 	0 	1.02259 	-0.0170245 	-0.0949602 	0	1.00744	0.011562	0	-0.012318	1.00738	0	0	0	1.00745	0.0878302	0.0233318	5.70301e-08

-0.2765 	0 	1.02258 	-0.0170314 	-0.0948718 	0	1.00743	0.0118059	0	-0.0125728	1.00738	0	0	0	1.00745	0.0890908	0.0237206	5.79395e-08

-0.2755 	0 	1.02257 	-0.0170383 	-0.0947821 	0	1.00743	0.0120541	0	-0.0128321	1.00737	0	0	0	1.00745	0.0903639	0.0241144	5.8875e-08

-0.2745 	0 	1.02256 	-0.0170451 	-0.0946911 	0	1.00742	0.0123065	0	-0.0130958	1.00737	0	0	0	1.00744	0.0916495	0.0245132	5.9837e-08

-0.2735 	0 	1.02254 	-0.0170519 	-0.0945988 	0	1.00741	0.0125634	0	-0.0133639	1.00736	0	0	0	1.00744	0.0929476	0.0249169	6.08265e-08

-0.2725 	0 	1.02253 	-0.0170586 	-0.0945052 	0	1.0074	0.0128248	0	-0.0136367	1.00735	0	0	0	1.00744	0.0942582	0.0253257	6.18451e-08

-0.2715 	0 	1.02252 	-0.0170653 	-0.0944102 	0	1.0074	0.0130907	0	-0.0139141	1.00734	0	0	0	1.00743	0.0955814	0.0257396	6.28941e-08

-0.2705 	0 	1.0225 	-0.0170719 	-0.094314 	0	1.00739	0.0133611	0	-0.0141962	1.00734	0	0	0	1.00743	0.0969171	0.0261586	6.39738e-08

-0.2695 	0 	1.02249 	-0.0170785 	-0.0942164 	0	1.00738	0.0136363	0	-0.0144831	1.00733	0	0	0	1.00742	0.0982655	0.0265827	6.50837e-08

-0.2685 	0 	1.02248 	-0.0170851 	-0.0941175 	0	1.00737	0.0139161	0	-0.0147748	1.00732	0	0	0	1.00742	0.0996265	0.0270119	6.62234e-08

-0.2675 	0 	1.02246 	-0.0170916 	-0.0940172 	0	1.00736	0.0142008	0	-0.0150714	1.00731	0	0	0	1.00741	0.101	0.0274464	6.7394e-08

-0.2665 	0 	1.02245 	-0.017098 	-0.0939155 	0	1.00735	0.0144903	0	-0.015373	1.0073	0	0	0	1.00741	0.102386	0.027886	6.85968e-08

-0.2655 	0 	1.02243 	-0.0171044 	-0.0938124 	0	1.00734	0.0147847	0	-0.0156796	1.00729	0	0	0	1.0074	0.103785	0.0283309	6.98331e-08

-0.2645 	0 	1.02241 	-0.0171107 	-0.0937079 	0	1.00733	0.0150842	0	-0.0159914	1.00728	0	0	0	1.0074	0.105197	0.028781	7.11039e-08

-0.2635 	0 	1.02239 	-0.017117 	-0.093602 	0	1.00732	0.0153887	0	-0.0163083	1.00727	0	0	0	1.00739	0.106621	0.0292364	7.24092e-08

-0.2625 	0 	1.02238 	-0.0171232 	-0.0934946 	0	1.0073	0.0156983	0	-0.0166305	1.00726	0	0	0	1.00739	0.108058	0.0296971	7.37482e-08

-0.2615 	0 	1.02236 	-0.0171294 	-0.0933859 	0	1.00729	0.0160132	0	-0.016958	1.00725	0	0	0	1.00738	0.109508	0.0301632	7.51217e-08

-0.2605 	0 	1.02234 	-0.0171354 	-0.0932756 	0	1.00728	0.0163333	0	-0.0172909	1.00724	0	0	0	1.00737	0.11097	0.0306346	7.65319e-08

-0.2595 	0 	1.02232 	-0.0171415 	-0.0931639 	0	1.00727	0.0166588	0	-0.0176292	1.00723	0	0	0	1.00737	0.112445	0.0311114	7.79794e-08

-0.2585 	0 	1.02229 	-0.0171474 	-0.0930507 	0	1.00725	0.0169897	0	-0.0179731	1.00721	0	0	0	1.00736	0.113933	0.0315935	7.94603e-08

-0.2575 	0 	1.02227 	-0.0171533 	-0.0929361 	0	1.00724	0.0173261	0	-0.0183227	1.0072	0	0	0	1.00735	0.115433	0.0320811	8.09667e-08

-0.2565 	0 	1.02225 	-0.017159 	-0.0928199 	0	1.00723	0.0176681	0	-0.0186779	1.00719	0	0	0	1.00735	0.116946	0.0325741	8.2487e-08

-0.2555 	0 	1.02223 	-0.0171648 	-0.0927022 	0	1.00721	0.0180158	0	-0.0190388	1.00717	0	0	0	1.00734	0.118472	0.0330725	8.40123e-08

-0.2545 	0 	1.0222 	-0.0171704 	-0.0925829 	0	1.00719	0.0183691	0	-0.0194057	1.00716	0	0	0	1.00733	0.12001	0.0335763	8.55445e-08

-0.2535 	0 	1.02217 	-0.0171759 	-0.0924621 	0	1.00718	0.0187283	0	-0.0197784	1.00714	0	0	0	1.00732	0.121561	0.0340854	8.71324e-08

-0.2525 	0 	1.02215 	-0.0171814 	-0.0923398 	0	1.00716	0.0190934	0	-0.0201571	1.00713	0	0	0	1.00731	0.123124	0.0345996	8.91682e-08

-0.2515 	0 	1.02212 	-0.0171867 	-0.0922159 	0	1.00714	0.0194644	0	-0.0205419	1.00711	0	0	0	1.0073	0.124706	0.0351183	9.34066e-08

-0.2505 	0 	1.02209 	-0.017192 	-0.0920904 	0	1.00713	0.0198414	0	-0.0209328	1.0071	0	0	0	1.0073	0.126295	0.0356393	9.79012e-08

-0.2495 	0 	1.02206 	-0.0171972 	-0.0919633 	0	1.00711	0.0202245	0	-0.0213299	1.00708	0	0	0	1.00729	0.127887	0.0361713	8.95494e-08

-0.2485 	0 	1.02203 	-0.0172023 	-0.0918346 	0	1.00709	0.0206139	0	-0.0217334	1.00706	0	0	0	1.00728	0.129501	0.0367142	9.38927e-08

-0.2475 	0 	1.022 	-0.0172072 	-0.0917043 	0	1.00707	0.0210096	0	-0.0221433	1.00704	0	0	0	1.00727	0.131133	0.037259	9.8298e-08

-0.2465 	0 	1.02197 	-0.0172121 	-0.0915724 	0	1.00705	0.0214117	0	-0.0225597	1.00702	0	0	0	1.00726	0.132772	0.0378079	1.00521e-07

-0.2455 	0 	1.02193 	-0.0172168 	-0.0914388 	0	1.00703	0.0218202	0	-0.0229827	1.00701	0	0	0	1.00725	0.134423	0.0383618	1.0238e-07

-0.2445 	0 	1.0219 	-0.0172215 	-0.0913035 	0	1.007	0.0222353	0	-0.0234123	1.00698	0	0	0	1.00723	0.136087	0.0389211	1.04286e-07

-0.2435 	0 	1.02186 	-0.017226 	-0.0911666 	0	1.00698	0.022657	0	-0.0238487	1.00696	0	0	0	1.00722	0.137763	0.039486	1.06294e-07

-0.2425 	0 	1.02182 	-0.0172304 	-0.091028 	0	1.00696	0.0230853	0	-0.0242919	1.00694	0	0	0	1.00721	0.139452	0.0400565	1.08393e-07

-0.2415 	0 	1.02178 	-0.0172347 	-0.0908877 	0	1.00693	0.0235205	0	-0.024742	1.00692	0	0	0	1.0072	0.141153	0.0406327	1.10557e-07

-0.2405 	0 	1.02174 	-0.0172388 	-0.0907457 	0	1.00691	0.0239626	0	-0.025199	1.0069	0	0	0	1.00719	0.142866	0.0412145	1.12758e-07

-0.2395 	0 	1.0217 	-0.0172428 	-0.090602 	0	1.00688	0.0244117	0	-0.0256632	1.00687	0	0	0	1.00717	0.144591	0.0418019	1.14994e-07

-0.2385 	0 	1.02166 	-0.0172467 	-0.0904565 	0	1.00685	0.0248678	0	-0.0261345	1.00685	0	0	0	1.00716	0.146329	0.0423951	1.1727e-07

-0.2375 	0 	1.02161 	-0.0172504 	-0.0903093 	0	1.00683	0.025331	0	-0.0266131	1.00682	0	0	0	1.00714	0.148079	0.0429939	1.19587e-07

-0.2365 	0 	1.02157 	-0.017254 	-0.0901603 	0	1.0068	0.0258015	0	-0.027099	1.00679	0	0	0	1.00713	0.14984	0.0435983	1.21941e-07

-0.2355 	0 	1.02152 	-0.0172574 	-0.0900096 	0	1.00677	0.0262793	0	-0.0275924	1.00677	0	0	0	1.00711	0.151614	0.0442084	1.24333e-07

-0.2345 	0 	1.02147 	-0.0172607 	-0.0898571 	0	1.00674	0.0267646	0	-0.0280933	1.00674	0	0	0	1.0071	0.1534	0.0448242	1.26763e-07

-0.2335 	0 	1.02142 	-0.0172638 	-0.0897028 	0	1.0067	0.0272573	0	-0.0286019	1.00671	0	0	0	1.00708	0.155197	0.0454456	1.2924e-07

-0.2325 	0 	1.02137 	-0.0172668 	-0.0895467 	0	1.00667	0.0277577	0	-0.0291181	1.00668	0	0	0	1.00706	0.157007	0.0460726	1.31738e-07

-0.2315 	0 	1.02131 	-0.0172696 	-0.0893888 	0	1.00664	0.0282658	0	-0.0296422	1.00665	0	0	0	1.00705	0.158828	0.0467053	1.34277e-07

-0.2305 	0 	1.02126 	-0.0172722 	-0.0892291 	0	1.0066	0.0287817	0	-0.0301742	1.00661	0	0	0	1.00703	0.160661	0.0473436	1.36865e-07

-0.2295 	0 	1.0212 	-0.0172746 	-0.0890675 	0	1.00657	0.0293055	0	-0.0307142	1.00658	0	0	0	1.00701	0.162505	0.0479875	1.39483e-07

-0.2285 	0 	1.02114 	-0.0172768 	-0.0889041 	0	1.00653	0.0298373	0	-0.0312623	1.00654	0	0	0	1.00699	0.164361	0.048637	1.42125e-07

-0.2275 	0 	1.02108 	-0.0172789 	-0.0887388 	0	1.00649	0.0303772	0	-0.0318185	1.00651	0	0	0	1.00697	0.166229	0.0492921	1.44797e-07

-0.2265 	0 	1.02101 	-0.0172807 	-0.0885716 	0	1.00645	0.0309253	0	-0.0323831	1.00647	0	0	0	1.00695	0.168108	0.0499528	1.47505e-07

-0.2255 	0 	1.02095 	-0.0172824 	-0.0884025 	0	1.00641	0.0314816	0	-0.0329561	1.00643	0	0	0	1.00693	0.169998	0.050619	1.50208e-07

-0.2245 	0 	1.02088 	-0.0172838 	-0.0882316 	0	1.00636	0.0320464	0	-0.0335376	1.00639	0	0	0	1.00691	0.171899	0.0512907	1.52853e-07

-0.2235 	0 	1.02081 	-0.017285 	-0.0880587 	0	1.00632	0.0326197	0	-0.0341277	1.00635	0	0	0	1.00689	0.173812	0.051968	1.56179e-07

-0.2225 	0 	1.02073 	-0.0172861 	-0.087884 	0	1.00627	0.0332016	0	-0.0347265	1.00631	0	0	0	1.00686	0.175735	0.0526508	1.5859e-07

-0.2215 	0 	1.02066 	-0.0172868 	-0.0877073 	0	1.00623	0.0337922	0	-0.0353341	1.00627	0	0	0	1.00684	0.17767	0.053339	1.61401e-07

-0.2205 	0 	1.02058 	-0.0172874 	-0.0875286 	0	1.00618	0.0343915	0	-0.0359506	1.00622	0	0	0	1.00681	0.179615	0.0540327	1.64315e-07

-0.2195 	0 	1.0205 	-0.0172877 	-0.087348 	0	1.00613	0.0349999	0	-0.0365762	1.00617	0	0	0	1.00679	0.181571	0.0547318	1.67204e-07

-0.2185 	0 	1.02042 	-0.0172877 	-0.0871655 	0	1.00608	0.0356172	0	-0.0372108	1.00613	0	0	0	1.00676	0.183538	0.0554363	1.70091e-07

-0.2175 	0 	1.02033 	-0.0172875 	-0.086981 	0	1.00602	0.0362436	0	-0.0378547	1.00608	0	0	0	1.00673	0.185516	0.0561461	1.72989e-07

-0.2165 	0 	1.02024 	-0.0172871 	-0.0867945 	0	1.00597	0.0368793	0	-0.0385079	1.00602	0	0	0	1.00671	0.187503	0.0568612	1.75903e-07

-0.2155 	0 	1.02015 	-0.0172864 	-0.086606 	0	1.00591	0.0375243	0	-0.0391705	1.00597	0	0	0	1.00668	0.189501	0.0575816	1.78826e-07

-0.2145 	0 	1.02006 	-0.0172854 	-0.0864155 	0	1.00585	0.0381788	0	-0.0398427	1.00592	0	0	0	1.00665	0.19151	0.0583073	1.8175e-07

-0.2135 	0 	1.01996 	-0.0172841 	-0.0862229 	0	1.00579	0.0388428	0	-0.0405245	1.00586	0	0	0	1.00662	0.193528	0.0590382	1.84671e-07

-0.2125 	0 	1.01986 	-0.0172825 	-0.0860284 	0	1.00573	0.0395165	0	-0.0412161	1.0058	0	0	0	1.00658	0.195557	0.0597743	1.87591e-07

-0.2115 	0 	1.01976 	-0.0172807 	-0.0858318 	0	1.00566	0.0402	0	-0.0419176	1.00574	0	0	0	1.00655	0.197595	0.0605155	1.90502e-07

-0.2105 	0 	1.01965 	-0.0172785 	-0.0856332 	0	1.0056	0.0408934	0	-0.0426291	1.00568	0	0	0	1.00652	0.199643	0.0612618	1.93395e-07

-0.2095 	0 	1.01954 	-0.017276 	-0.0854325 	0	1.00553	0.0415968	0	-0.0433507	1.00562	0	0	0	1.00648	0.201701	0.0620131	1.96271e-07

-0.2085 	0 	1.01943 	-0.0172732 	-0.0852298 	0	1.00546	0.0423103	0	-0.0440825	1.00555	0	0	0	1.00644	0.203768	0.0627695	1.99126e-07

-0.2075 	0 	1.01931 	-0.0172701 	-0.085025 	0	1.00538	0.0430341	0	-0.0448246	1.00548	0	0	0	1.00641	0.205845	0.0635308	2.01957e-07

-0.2065 	0 	1.01919 	-0.0172666 	-0.0848181 	0	1.00531	0.0437682	0	-0.0455771	1.00541	0	0	0	1.00637	0.207931	0.064297	2.04758e-07

-0.2055 	0 	1.01907 	-0.0172628 	-0.0846091 	0	1.00523	0.0445128	0	-0.0463403	1.00534	0	0	0	1.00633	0.210026	0.0650681	2.07521e-07

-0.2045 	0 	1.01894 	-0.0172586 	-0.0843981 	0	1.00515	0.0452679	0	-0.0471141	1.00526	0	0	0	1.00629	0.21213	0.0658439	2.10239e-07

-0.2035 	0 	1.01881 	-0.0172541 	-0.0841849 	0	1.00507	0.0460338	0	-0.0478986	1.00519	0	0	0	1.00625	0.214243	0.0666245	2.12909e-07

-0.2025 	0 	1.01867 	-0.0172491 	-0.0839696 	0	1.00498	0.0468105	0	-0.0486941	1.00511	0	0	0	1.0062	0.216364	0.0674097	2.15522e-07

-0.2015 	0 	1.01854 	-0.0172438 	-0.0837522 	0	1.0049	0.0475982	0	-0.0495007	1.00503	0	0	0	1.00616	0.218494	0.0681996	2.18071e-07

-0.2005 	0 	1.01839 	-0.0172381 	-0.0835326 	0	1.00481	0.0483969	0	-0.0503184	1.00494	0	0	0	1.00611	0.220633	0.0689939	2.2055e-07

-0.1995 	0 	1.01824 	-0.0172321 	-0.0833109 	0	1.00471	0.0492068	0	-0.0511473	1.00485	0	0	0	1.00606	0.222779	0.0697926	2.22952e-07

-0.1985 	0 	1.01809 	-0.0172255 	-0.083087 	0	1.00462	0.050028	0	-0.0519876	1.00476	0	0	0	1.00602	0.224934	0.0705957	2.25273e-07

-0.1975 	0 	1.01793 	-0.0172186 	-0.082861 	0	1.00452	0.0508606	0	-0.0528395	1.00467	0	0	0	1.00596	0.227097	0.071403	2.27501e-07

-0.1965 	0 	1.01777 	-0.0172113 	-0.0826328 	0	1.00442	0.0517048	0	-0.053703	1.00458	0	0	0	1.00591	0.229268	0.0722146	2.29629e-07

-0.1955 	0 	1.01761 	-0.0172034 	-0.0824025 	0	1.00431	0.0525606	0	-0.0545782	1.00448	0	0	0	1.00586	0.231446	0.0730302	2.31647e-07

-0.1945 	0 	1.01743 	-0.0171952 	-0.0821699 	0	1.0042	0.0534283	0	-0.0554653	1.00438	0	0	0	1.0058	0.233631	0.0738499	2.33544e-07

-0.1935 	0 	1.01726 	-0.0171865 	-0.0819352 	0	1.00409	0.0543079	0	-0.0563644	1.00427	0	0	0	1.00575	0.235824	0.0746735	2.35311e-07

