x	y	rho	u	v	w	A11	A12	A13	A21	A22	A23	A31	A32	A33	omega	curlynorm	rho-rho0detA
-0.14125 	0 	1.00576 	-0.00239395 	-0.0999976 	0	1.00191	-7.97419e-05	0	7.91523e-05	1.00191	0	0	0	1.00191	-0.000562346	0.00101484	-4.38543e-07

-0.13875 	0 	1.00569 	-0.00233481 	-0.0999994 	0	1.00189	-9.91943e-05	0	9.85099e-05	1.0019	0	0	0	1.00189	-0.000900736	0.00124964	-4.36982e-07

-0.13625 	0 	1.00564 	-0.00227663 	-0.100002 	0	1.00188	-0.000127914	0	0.000127044	1.00188	0	0	0	1.00187	-0.00137716	0.00159244	-4.35864e-07

-0.13375 	0 	1.00558 	-0.00221938 	-0.100006 	0	1.00186	-0.000168401	0	0.000167161	1.00186	0	0	0	1.00186	-0.00191606	0.00210042	-4.36918e-07

-0.13125 	0 	1.00552 	-0.00216303 	-0.100012 	0	1.00184	-0.00022542	0	0.000223537	1.00184	0	0	0	1.00184	-0.00249118	0.00287166	-4.38464e-07

-0.12875 	0 	1.00546 	-0.00210761 	-0.100019 	0	1.00182	-0.000306664	0	0.000303963	1.00182	0	0	0	1.00182	-0.00361046	0.00399778	-4.56366e-07

-0.12625 	0 	1.0054 	-0.00205315 	-0.10003 	0	1.0018	-0.000421554	0	0.000417894	1.0018	0	0	0	1.0018	-0.00561638	0.00551246	-4.39618e-07

-0.12375 	0 	1.00535 	-0.0019997 	-0.100047 	0	1.00178	-0.000579553	0	0.000575249	1.00178	0	0	0	1.00178	-0.00825495	0.00746231	-4.21635e-07

-0.12125 	0 	1.00529 	-0.00194729 	-0.100071 	0	1.00176	-0.000792548	0	0.00078716	1.00176	0	0	0	1.00176	-0.01157	0.00987311	-4.08784e-07

-0.11875 	0 	1.00524 	-0.00189591 	-0.100105 	0	1.00174	-0.00107137	0	0.00106507	1.00174	0	0	0	1.00174	-0.0157598	0.0127008	-3.74002e-07

-0.11625 	0 	1.00518 	-0.00184548 	-0.10015 	0	1.00172	-0.00142572	0	0.00141889	1.00172	0	0	0	1.00172	-0.0206608	0.0158138	-3.30165e-07

-0.11375 	0 	1.00513 	-0.00179597 	-0.100208 	0	1.0017	-0.00185984	0	0.00185352	1.0017	0	0	0	1.00171	-0.0258011	0.0188189	-2.53058e-07

-0.11125 	0 	1.00507 	-0.00174722 	-0.100279 	0	1.00168	-0.00236375	0	0.00236036	1.00168	0	0	0	1.00169	-0.0307629	0.0207873	-2.53139e-08

-0.10875 	0 	1.00501 	-0.00169898 	-0.100362 	0	1.00166	-0.00289533	0	0.00289725	1.00166	0	0	0	1.00167	-0.0360327	0.0205154	5.14271e-07

-0.10625 	0 	1.00495 	-0.00165115 	-0.100459 	0	1.00164	-0.00338472	0	0.00339227	1.00164	0	0	0	1.00165	-0.0433069	0.0175072	1.36091e-06

-0.10375 	0 	1.00488 	-0.00160356 	-0.100578 	0	1.00162	-0.00376533	0	0.00377736	1.00162	0	0	0	1.00162	-0.0544534	0.0122305	1.98705e-06

-0.10125 	0 	1.00481 	-0.00155579 	-0.100731 	0	1.00159	-0.00399088	0	0.00400503	1.00159	0	0	0	1.0016	-0.0692536	0.00596768	1.41922e-06

-0.09875 	0 	1.00475 	-0.00150874 	-0.100925 	0	1.00157	-0.00405822	0	0.00407538	1.00157	0	0	0	1.00158	-0.0806091	0.00128152	-7.05116e-07

-0.09625 	0 	1.00468 	-0.0014634 	-0.101134 	0	1.00155	-0.0039437	0	0.00397797	1.00155	0	0	0	1.00156	-0.0745507	0.0132761	-3.93234e-06

-0.09375 	0 	1.0046 	-0.0014193 	-0.101297 	0	1.00153	-0.00340345	0	0.00348087	1.00153	0	0	0	1.00154	-0.0463445	0.0429048	-6.63994e-06

-0.09125 	0 	1.0045 	-0.00137431 	-0.101366 	0	1.0015	-0.0018269	0	0.00200143	1.00149	0	0	0	1.0015	-0.00453811	0.109703	-2.60029e-06

-0.08875 	0 	1.00432 	-0.00132833 	-0.10132 	0	1.00143	0.00200634	0	-0.0017401	1.00143	0	0	0	1.00144	0.0535148	0.222659	9.08522e-06

-0.08625 	0 	1.00396 	-0.00127956 	-0.101098 	0	1.00128	0.00915747	0	-0.00883317	1.00126	0	0	0	1.00133	0.134314	0.370156	1.85531e-05

-0.08375 	0 	1.00316 	-0.00120173 	-0.100648 	0	1.00085	0.020301	0	-0.0198962	1.0008	0	0	0	1.00107	0.227398	0.548879	2.24308e-05

-0.08125 	0 	1.00129 	-0.0010437 	-0.0999615 	0	0.999796	0.036378	0	-0.0358844	0.999696	0	0	0	1.00048	0.32047	0.764458	7.02497e-06

-0.07875 	0 	0.997242 	-0.000777302 	-0.0990461 	0	0.997424	0.0583706	0	-0.057801	0.997246	0	0	0	0.999169	0.403129	1.01396	2.03873e-05

-0.07625 	0 	0.98959 	-0.000389041 	-0.0979458 	0	0.992778	0.0870542	0	-0.0864397	0.992499	0	0	0	0.996641	0.462659	1.28678	6.94203e-05

-0.07375 	0 	0.976774 	0.000194031 	-0.0967328 	0	0.984673	0.122767	0	-0.122155	0.984286	0	0	0	0.992354	0.488239	1.56687	0.000102709

-0.07125 	0 	0.957593 	0.00108015 	-0.0955046 	0	0.971844	0.165238	0	-0.16468	0.971368	0	0	0	0.985837	0.477009	1.83527	0.000119494

-0.06875 	0 	0.931975 	0.00236684 	-0.0943477 	0	0.953329	0.213541	0	-0.213082	0.95281	0	0	0	0.976969	0.433134	2.07267	0.00010011

-0.06625 	0 	0.901247 	0.00404671 	-0.093339 	0	0.928742	0.266218	0	-0.265889	0.928234	0	0	0	0.96612	0.352968	2.26248	-2.11075e-05

-0.06375 	0 	0.867963 	0.00589191 	-0.0925829 	0	0.898403	0.321488	0	-0.321319	0.897967	0	0	0	0.954073	0.264605	2.38918	-0.000276936

-0.06125 	0 	0.835495 	0.00772472 	-0.0920159 	0	0.863381	0.377257	0	-0.377234	0.863046	0	0	0	0.942021	0.22849	2.44487	-0.000502958

-0.05875 	0 	0.80638 	0.00954688 	-0.0914405 	0	0.824979	0.431753	0	-0.431818	0.82473	0	0	0	0.930981	0.255748	2.44277	-0.000616532

-0.05625 	0 	0.781718 	0.0112842 	-0.0907372 	0	0.784195	0.484018	0	-0.484137	0.784013	0	0	0	0.921436	0.326633	2.40279	-0.000720021

-0.05375 	0 	0.761995 	0.0128215 	-0.0898073 	0	0.741791	0.533531	0	-0.533685	0.741662	0	0	0	0.913676	0.432946	2.33521	-0.000828683

-0.05125 	0 	0.747213 	0.0140598 	-0.0885725 	0	0.698362	0.579991	0	-0.580168	0.698274	0	0	0	0.907784	0.567163	2.24667	-0.000928808

-0.04875 	0 	0.737132 	0.0149877 	-0.0869715 	0	0.654363	0.623287	0	-0.62347	0.654306	0	0	0	0.90372	0.718433	2.14408	-0.000986551

-0.04625 	0 	0.731516 	0.0157694 	-0.0849803 	0	0.610102	0.663491	0	-0.663663	0.610057	0	0	0	0.901467	0.859999	2.03625	-0.000954062

-0.04375 	0 	0.729666 	0.0164527 	-0.0826715 	0	0.565633	0.700771	0	-0.700928	0.565582	0	0	0	0.900748	0.973164	1.9312	-0.000932087

-0.04125 	0 	0.730571 	0.0167393 	-0.0801145 	0	0.520838	0.735288	0	-0.735441	0.520796	0	0	0	0.901117	1.1046	1.82713	-0.00114623

-0.03875 	0 	0.734786 	0.0163403 	-0.0771485 	0	0.475913	0.767228	0	-0.767401	0.475901	0	0	0	0.902868	1.28412	1.71132	-0.00128631

-0.03625 	0 	0.74229 	0.015618 	-0.0736939 	0	0.431243	0.796579	0	-0.796768	0.431267	0	0	0	0.905944	1.46204	1.58023	-0.00119109

-0.03375 	0 	0.751975 	0.014825 	-0.0698383 	0	0.387147	0.823196	0	-0.823392	0.387207	0	0	0	0.909839	1.61501	1.43882	-0.00111473

-0.03125 	0 	0.763495 	0.0139176 	-0.0656188 	0	0.343988	0.847077	0	-0.84728	0.344086	0	0	0	0.914435	1.75109	1.28957	-0.00103927

-0.02875 	0 	0.776381 	0.0128925 	-0.0610829 	0	0.302171	0.868234	0	-0.868441	0.302311	0	0	0	0.919517	1.86659	1.13467	-0.000940597

-0.02625 	0 	0.790102 	0.0118011 	-0.0562859 	0	0.262143	0.886691	0	-0.886898	0.262326	0	0	0	0.924863	1.95838	0.977171	-0.000814508

-0.02375 	0 	0.804081 	0.0106992 	-0.051291 	0	0.224378	0.902508	0	-0.90271	0.224605	0	0	0	0.930238	2.0253	0.820748	-0.000667316

-0.02125 	0 	0.817753 	0.00960973 	-0.0461594 	0	0.18937	0.915793	0	-0.915984	0.189642	0	0	0	0.935427	2.07069	0.669035	-0.000524503

-0.01875 	0 	0.830642 	0.00851721 	-0.0409375 	0	0.157625	0.9267	0	-0.926879	0.157939	0	0	0	0.940266	2.10082	0.525383	-0.000397098

-0.01625 	0 	0.842317 	0.00741283 	-0.0356553 	0	0.129637	0.935418	0	-0.935583	0.129992	0	0	0	0.944604	2.12241	0.393135	-0.000280969

-0.01375 	0 	0.852401 	0.00629686 	-0.0303255 	0	0.105863	0.942157	0	-0.942306	0.10625	0	0	0	0.948316	2.14274	0.275716	-0.000180924

-0.01125 	0 	0.860615 	0.00516663 	-0.0249416 	0	0.0866684	0.94715	0	-0.947281	0.0870775	0	0	0	0.951315	2.16989	0.176466	-0.000101236

-0.00875 	0 	0.866797 	0.00401311 	-0.019476 	0	0.0722667	0.950632	0	-0.950745	0.0726792	0	0	0	0.953557	2.21253	0.0983656	-4.41757e-05

-0.00625 	0 	0.870927 	0.00281802 	-0.0138789 	0	0.0626308	0.952835	0	-0.952931	0.0630182	0	0	0	0.955043	2.27834	0.0435279	-9.36895e-06

-0.00375 	0 	0.873163 	0.00155681 	-0.00808433 	0	0.0573769	0.954001	0	-0.954076	0.0576924	0	0	0	0.955835	2.35331	0.0122018	8.07861e-06

-0.00125 	0 	0.873931 	0.000227436 	-0.00211237 	0	0.0555584	0.954411	0	-0.954463	0.0557799	0	0	0	0.956095	2.36897	0.00077682	1.40786e-05

0.00125 	0 	0.873881 	-0.00108812 	0.00376051 	0	0.0556779	0.954384	0	-0.954436	0.0559049	0	0	0	0.956086	2.26484	0.00233447	7.77254e-06

0.00375 	0 	0.872804 	-0.00226671 	0.00921185 	0	0.0582179	0.953793	0	-0.953901	0.0586951	0	0	0	0.955747	2.12201	0.0223461	-2.30936e-05

0.00625 	0 	0.869122 	-0.00333104 	0.0143706 	0	0.0668097	0.951862	0	-0.952009	0.0674026	0	0	0	0.95444	2.0749	0.0738328	-7.26409e-05

0.00875 	0 	0.862364 	-0.00441241 	0.0195864 	0	0.0825842	0.948166	0	-0.948312	0.0830649	0	0	0	0.951972	2.10836	0.152597	-0.0001387

0.01125 	0 	0.853301 	-0.00555498 	0.0249123 	0	0.103867	0.942736	0	-0.942892	0.104271	0	0	0	0.948655	2.13963	0.249261	-0.000230842

0.01375 	0 	0.842338 	-0.00674269 	0.0302845 	0	0.129824	0.935428	0	-0.935598	0.130175	0	0	0	0.944614	2.14892	0.361947	-0.000337604

0.01625 	0 	0.829847 	-0.00794726 	0.0356569 	0	0.159828	0.926049	0	-0.926233	0.160131	0	0	0	0.939964	2.14126	0.4882	-0.00045303

0.01875 	0 	0.816245 	-0.00916259 	0.0409908 	0	0.19331	0.914414	0	-0.91461	0.193568	0	0	0	0.934847	2.11735	0.625236	-0.000577146

0.02125 	0 	0.801979 	-0.0104042 	0.0462437 	0	0.229736	0.900361	0	-0.900564	0.229948	0	0	0	0.929415	2.07377	0.769987	-0.00071989

0.02375 	0 	0.787635 	-0.0116662 	0.0513597 	0	0.268591	0.883791	0	-0.883995	0.268758	0	0	0	0.92388	2.00636	0.918926	-0.000852194

0.02625 	0 	0.77384 	-0.0128865 	0.0562755 	0	0.309381	0.864652	0	-0.864854	0.309506	0	0	0	0.918487	1.91467	1.06837	-0.000952299

0.02875 	0 	0.761104 	-0.0140171 	0.060933 	0	0.351648	0.842912	0	-0.84311	0.351734	0	0	0	0.913451	1.80056	1.21546	-0.00103691

0.03125 	0 	0.749902 	-0.0150351 	0.0652783 	0	0.394993	0.818547	0	-0.818741	0.395047	0	0	0	0.908974	1.66697	1.35847	-0.00110943

0.03375 	0 	0.740671 	-0.015937 	0.0692679 	0	0.439097	0.791526	0	-0.791718	0.439128	0	0	0	0.905244	1.52008	1.49729	-0.00116292

0.03625 	0 	0.733938 	-0.0165121 	0.0728787 	0	0.483749	0.761802	0	-0.761994	0.483772	0	0	0	0.902471	1.36981	1.63327	-0.00113572

0.03875 	0 	0.730411 	-0.0166015 	0.0761169 	0	0.528899	0.729247	0	-0.72946	0.528925	0	0	0	0.901045	1.24554	1.7708	-0.000971014

0.04125 	0 	0.729656 	-0.0162084 	0.0791064 	0	0.574532	0.693437	0	-0.693675	0.574558	0	0	0	0.900721	1.14673	1.91511	-0.000938342

0.04375 	0 	0.731942 	-0.0157797 	0.0818506 	0	0.62063	0.654047	0	-0.654274	0.620614	0	0	0	0.901607	1.00791	2.05909	-0.00115229

0.04625 	0 	0.739016 	-0.0154196 	0.0841459 	0	0.666831	0.611246	0	-0.611434	0.666746	0	0	0	0.904499	0.830539	2.18198	-0.00117476

0.04875 	0 	0.751122 	-0.0145961 	0.0860033 	0	0.712377	0.565345	0	-0.565486	0.712234	0	0	0	0.909362	0.68343	2.27268	-0.00098747

0.05125 	0 	0.768008 	-0.0132317 	0.0875631 	0	0.756569	0.51673	0	-0.516812	0.756367	0	0	0	0.916063	0.581817	2.32931	-0.000839841

0.05375 	0 	0.789704 	-0.0115199 	0.0889123 	0	0.798693	0.466028	0	-0.466025	0.798414	0	0	0	0.924561	0.513865	2.3441	-0.000673563

0.05625 	0 	0.815546 	-0.00957349 	0.0901324 	0	0.837827	0.414227	0	-0.414106	0.837467	0	0	0	0.934497	0.470716	2.30465	-0.000443962

0.05875 	0 	0.844207 	-0.00749722 	0.0912659 	0	0.872986	0.362786	0	-0.362556	0.87257	0	0	0	0.9453	0.438574	2.20762	-0.000202388

0.06125 	0 	0.873749 	-0.0053573 	0.0923253 	0	0.903466	0.313094	0	-0.312782	0.903029	0	0	0	0.956183	0.412517	2.06491	2.23237e-06

0.06375 	0 	0.902041 	-0.00338268 	0.0933285 	0	0.928951	0.266186	0	-0.265809	0.928519	0	0	0	0.966369	0.393585	1.89026	0.000125698

0.06625 	0 	0.927404 	-0.00179701 	0.0942932 	0	0.949453	0.222963	0	-0.222542	0.94905	0	0	0	0.975329	0.378452	1.69413	0.000161539

0.06875 	0 	0.948764 	-0.000640067 	0.0952208 	0	0.965297	0.184086	0	-0.183646	0.964942	0	0	0	0.982745	0.360998	1.48767	0.000157147

0.07125 	0 	0.965685 	0.000135461 	0.0960982 	0	0.977051	0.149926	0	-0.149488	0.976756	0	0	0	0.988534	0.336798	1.2815	0.000131192

0.07375 	0 	0.97836 	0.000619629 	0.0969048 	0	0.985433	0.120563	0	-0.120147	0.985203	0	0	0	0.99282	0.304507	1.08445	9.72926e-05

0.07625 	0 	0.987402 	0.00090627 	0.0976207 	0	0.991199	0.0958238	0	-0.0954435	0.991028	0	0	0	0.99585	0.265648	0.902927	6.45112e-05

0.07875 	0 	0.993592 	0.00107188 	0.098233 	0	0.99504	0.0753503	0	-0.075014	0.994919	0	0	0	0.99791	0.223408	0.740797	3.74988e-05

0.08125 	0 	0.997691 	0.00116972 	0.0987377 	0	0.997528	0.0586701	0	-0.0583809	0.997446	0	0	0	0.999266	0.181299	0.599757	1.76565e-05

0.08375 	0 	1.00034 	0.00123283 	0.0991395 	0	0.999105	0.0452636	0	-0.0450206	0.999051	0	0	0	1.00014	0.1422	0.479805	4.47724e-06

0.08625 	0 	1.00201 	0.00127992 	0.0994487 	0	1.00009	0.0346141	0	-0.0344137	1.00005	0	0	0	1.00069	0.107941	0.379753	-3.38595e-06

0.08875 	0 	1.00307 	0.00132088 	0.0996792 	0	1.00069	0.0262408	0	-0.0260781	1.00067	0	0	0	1.00104	0.0793202	0.297681	-7.43835e-06

0.09125 	0 	1.00373 	0.00136046 	0.0998454 	0	1.00106	0.0197164	0	-0.0195861	1.00104	0	0	0	1.00125	0.0563363	0.231311	-8.99498e-06

0.09375 	0 	1.00415 	0.00140064 	0.0999609 	0	1.00128	0.0146742	0	-0.0145709	1.00127	0	0	0	1.00139	0.0384867	0.178289	-9.06028e-06

0.09625 	0 	1.00442 	0.00144218 	0.100038 	0	1.00142	0.0108071	0	-0.0107259	1.00141	0	0	0	1.00148	0.0250234	0.136368	-8.33322e-06

0.09875 	0 	1.00461 	0.00148521 	0.100086 	0	1.00151	0.00786306	0	-0.00779977	1.0015	0	0	0	1.00154	0.0151362	0.103512	-7.26277e-06

0.10125 	0 	1.00474 	0.00152951 	0.100113 	0	1.00157	0.00563869	0	-0.00558965	1.00156	0	0	0	1.00158	0.00805822	0.0779505	-6.11425e-06

0.10375 	0 	1.00484 	0.00157481 	0.100126 	0	1.00161	0.00397174	0	-0.00393396	1.00161	0	0	0	1.00161	0.00311717	0.0581937	-5.02671e-06

0.10625 	0 	1.00493 	0.00162087 	0.100129 	0	1.00164	0.00273398	0	-0.00270505	1.00164	0	0	0	1.00164	-0.000183222	0.0430266	-4.06101e-06

0.10875 	0 	1.005 	0.00166766 	0.100125 	0	1.00166	0.00182425	0	-0.00180233	1.00166	0	0	0	1.00167	-0.00205139	0.0314819	-3.24143e-06

0.11125 	0 	1.00507 	0.00171527 	0.100119 	0	1.00169	0.00116284	0	-0.00114636	1.00169	0	0	0	1.00169	-0.00306928	0.0227669	-2.57727e-06

0.11375 	0 	1.00513 	0.0017639 	0.10011 	0	1.00171	0.000688292	0	-0.000675879	1.00171	0	0	0	1.00171	-0.00392729	0.016217	-2.05434e-06

0.11625 	0 	1.00519 	0.0018138 	0.100099 	0	1.00173	0.000354092	0	-0.000344818	1.00173	0	0	0	1.00173	-0.00444215	0.0113195	-1.64501e-06

0.11875 	0 	1.00525 	0.00186516 	0.100088 	0	1.00175	0.000124431	0	-0.000117587	1.00175	0	0	0	1.00175	-0.00447242	0.00769913	-1.32788e-06

0.12125 	0 	1.00531 	0.00191804 	0.100077 	0	1.00177	-2.83522e-05	0	3.33529e-05	1.00177	0	0	0	1.00177	-0.00428831	0.00506604	-1.09423e-06

0.12375 	0 	1.00538 	0.00197235 	0.100066 	0	1.00179	-0.000125422	0	0.000129083	1.00179	0	0	0	1.00179	-0.00404495	0.00319831	-8.94829e-07

0.12625 	0 	1.00544 	0.0020279 	0.100057 	0	1.00181	-0.000182973	0	0.00018536	1.00181	0	0	0	1.00181	-0.00376717	0.0019266	-7.29756e-07

0.12875 	0 	1.0055 	0.00208447 	0.100048 	0	1.00183	-0.000212793	0	0.000214429	1.00183	0	0	0	1.00183	-0.00343447	0.0011717	-6.06331e-07

0.13125 	0 	1.00556 	0.00214187 	0.100039 	0	1.00185	-0.000225275	0	0.00022624	1.00185	0	0	0	1.00185	-0.00303837	0.000868241	-5.13141e-07

0.13375 	0 	1.00562 	0.00219998 	0.100032 	0	1.00187	-0.000228296	0	0.000228928	1.00187	0	0	0	1.00187	-0.00264591	0.000812825	-4.20928e-07

0.13625 	0 	1.00568 	0.00225873 	0.100026 	0	1.00189	-0.000225361	0	0.000226089	1.00189	0	0	0	1.00189	-0.00224851	0.00086154	-3.81235e-07

0.13875 	0 	1.00574 	0.00231807 	0.100021 	0	1.00191	-0.000214486	0	0.000215077	1.00191	0	0	0	1.00191	-0.00181128	0.000996824	-4.00481e-07

0.14125 	0 	1.0058 	0.00237799 	0.100017 	0	1.00193	-0.000196942	0	0.000197116	1.00193	0	0	0	1.00193	-0.0015189	0.00109808	-4.19609e-07

0.14375 	0 	1.00587 	0.00243853 	0.100014 	0	1.00195	-0.000178002	0	0.000177953	1.00195	0	0	0	1.00195	-0.00134973	0.00110006	-4.19609e-07

0.14625 	0 	1.00593 	0.0024997 	0.10001 	0	1.00197	-0.000160408	0	0.000160297	1.00197	0	0	0	1.00197	-0.00115358	0.00105749	-4.17754e-07

0.14875 	0 	1.00599 	0.00256148 	0.100008 	0	1.00199	-0.000144923	0	0.000144796	1.00199	0	0	0	1.00199	-0.000949088	0.00100751	-4.19711e-07

0.15125 	0 	1.00605 	0.00262385 	0.100006 	0	1.00201	-0.000131722	0	0.000131591	1.00201	0	0	0	1.00201	-0.000763424	0.000961195	-4.24365e-07

0.15375 	0 	1.00611 	0.00268681 	0.100004 	0	1.00203	-0.000120839	0	0.000120714	1.00203	0	0	0	1.00203	-0.00060161	0.00092266	-4.30828e-07

0.15625 	0 	1.00618 	0.00275037 	0.100003 	0	1.00206	-0.000112188	0	0.000112077	1.00206	0	0	0	1.00205	-0.000463134	0.00089433	-4.38906e-07

0.15875 	0 	1.00624 	0.00281461 	0.100002 	0	1.00208	-0.000105594	0	0.000105503	1.00208	0	0	0	1.00208	-0.000347311	0.000876753	-4.48348e-07

0.16125 	0 	1.00631 	0.0028796 	0.100001 	0	1.0021	-0.000100823	0	0.000100756	1.0021	0	0	0	1.0021	-0.000252723	0.000868924	-4.58816e-07

0.16375 	0 	1.00637 	0.00294541 	0.1 	0	1.00212	-9.76054e-05	0	9.75623e-05	1.00212	0	0	0	1.00212	-0.000176702	0.000868829	-4.69896e-07

0.16625 	0 	1.00643 	0.00301214 	0.1 	0	1.00214	-9.56513e-05	0	9.56338e-05	1.00214	0	0	0	1.00214	-0.000116452	0.000874014	-4.81203e-07

0.16875 	0 	1.0065 	0.00307983 	0.0999998 	0	1.00216	-9.46657e-05	0	9.46741e-05	1.00216	0	0	0	1.00216	-7.25372e-05	0.000882034	-4.92891e-07

0.17125 	0 	1.00657 	0.00314845 	0.0999996 	0	1.00218	-9.43455e-05	0	9.43727e-05	1.00218	0	0	0	1.00218	-4.93309e-05	0.000890704	-5.05333e-07

0.17375 	0 	1.00663 	0.00321796 	0.0999995 	0	1.00221	-9.44541e-05	0	9.44646e-05	1.00221	0	0	0	1.00221	-4.24496e-05	0.0008987	-5.14715e-07

0.17625 	0 	1.0067 	0.00328824 	0.0999994 	0	1.00223	-9.52821e-05	0	9.52852e-05	1.00223	0	0	0	1.00223	-3.3705e-05	0.000906208	-5.17531e-07

0.17875 	0 	1.00677 	0.00335917 	0.0999993 	0	1.00225	-9.697e-05	0	9.70021e-05	1.00225	0	0	0	1.00225	-1.45272e-05	0.000912778	-5.18536e-07

0.18125 	0 	1.00684 	0.0034306 	0.0999993 	0	1.00227	-9.9137e-05	0	9.91901e-05	1.00228	0	0	0	1.00227	4.30497e-06	0.000917138	-5.20125e-07

0.18375 	0 	1.00691 	0.00350239 	0.0999994 	0	1.0023	-0.000101548	0	0.000101613	1.0023	0	0	0	1.0023	1.4108e-05	0.000919381	-5.21398e-07

0.18625 	0 	1.00698 	0.00357444 	0.0999994 	0	1.00232	-0.000104064	0	0.000104136	1.00232	0	0	0	1.00232	1.62444e-05	0.000920032	-5.2236e-07

0.18875 	0 	1.00705 	0.00364667 	0.0999995 	0	1.00234	-0.000106593	0	0.000106668	1.00234	0	0	0	1.00234	1.42213e-05	0.000919748	-5.23239e-07

0.19125 	0 	1.00711 	0.00371905 	0.0999995 	0	1.00237	-0.000109093	0	0.000109168	1.00237	0	0	0	1.00237	1.10092e-05	0.000919182	-5.24259e-07

0.19375 	0 	1.00718 	0.00379156 	0.0999995 	0	1.00239	-0.000111558	0	0.000111634	1.00239	0	0	0	1.00239	8.08424e-06	0.000918728	-5.25348e-07

0.19625 	0 	1.00725 	0.00386421 	0.0999995 	0	1.00241	-0.000113992	0	0.000114068	1.00241	0	0	0	1.00241	5.67362e-06	0.000918577	-5.26811e-07

0.19875 	0 	1.00732 	0.00393703 	0.0999995 	0	1.00243	-0.0001164	0	0.000116475	1.00243	0	0	0	1.00243	3.65967e-06	0.000918925	-5.28725e-07

0.20125 	0 	1.00739 	0.00401005 	0.0999995 	0	1.00246	-0.000118788	0	0.000118862	1.00246	0	0	0	1.00246	1.84838e-06	0.000920009	-5.30995e-07

0.20375 	0 	1.00746 	0.00408334 	0.0999995 	0	1.00248	-0.000121161	0	0.000121235	1.00248	0	0	0	1.00248	4.40668e-07	0.000922008	-5.33794e-07

0.20625 	0 	1.00753 	0.00415694 	0.0999995 	0	1.0025	-0.000123528	0	0.000123602	1.0025	0	0	0	1.0025	-4.98799e-07	0.000925001	-5.37139e-07

0.20875 	0 	1.0076 	0.00423093 	0.0999995 	0	1.00253	-0.000125894	0	0.000125967	1.00253	0	0	0	1.00253	-1.15822e-06	0.00092897	-5.40955e-07

0.21125 	0 	1.00767 	0.00430539 	0.0999995 	0	1.00255	-0.000128265	0	0.000128338	1.00255	0	0	0	1.00255	-1.59316e-06	0.000933792	-5.45081e-07

0.21375 	0 	1.00774 	0.00438035 	0.0999995 	0	1.00257	-0.000130645	0	0.000130718	1.00257	0	0	0	1.00257	-1.81615e-06	0.00093923	-5.49309e-07

0.21625 	0 	1.00781 	0.00445586 	0.0999995 	0	1.0026	-0.000133039	0	0.000133113	1.0026	0	0	0	1.0026	-1.86575e-06	0.000944955	-5.53416e-07

0.21875 	0 	1.00788 	0.00453193 	0.0999995 	0	1.00262	-0.000135448	0	0.000135522	1.00262	0	0	0	1.00262	-1.78801e-06	0.000950589	-5.57192e-07

0.22125 	0 	1.00795 	0.00460852 	0.0999995 	0	1.00264	-0.000137872	0	0.000137947	1.00264	0	0	0	1.00264	-1.61922e-06	0.000955766	-5.60466e-07

0.22375 	0 	1.00802 	0.0046856 	0.0999995 	0	1.00267	-0.00014031	0	0.000140385	1.00267	0	0	0	1.00267	-1.39261e-06	0.000960177	-5.63131e-07

0.22625 	0 	1.00809 	0.0047631 	0.0999995 	0	1.00269	-0.00014276	0	0.000142835	1.00269	0	0	0	1.00269	-1.14195e-06	0.000963611	-5.65157e-07

0.22875 	0 	1.00817 	0.00484093 	0.0999995 	0	1.00271	-0.00014522	0	0.000145295	1.00271	0	0	0	1.00271	-8.97814e-07	0.000965981	-5.66596e-07

0.23125 	0 	1.00824 	0.00491902 	0.0999995 	0	1.00274	-0.000147687	0	0.000147763	1.00274	0	0	0	1.00274	-6.86893e-07	0.000967332	-5.676e-07

0.23375 	0 	1.00831 	0.00499729 	0.0999995 	0	1.00276	-0.000150158	0	0.000150234	1.00276	0	0	0	1.00276	-5.31301e-07	0.000967816	-5.68264e-07

0.23625 	0 	1.00838 	0.00507567 	0.0999995 	0	1.00279	-0.000152633	0	0.000152709	1.00279	0	0	0	1.00279	-4.56117e-07	0.000967707	-5.68626e-07

0.23875 	0 	1.00846 	0.00515413 	0.0999995 	0	1.00281	-0.00015511	0	0.000155186	1.00281	0	0	0	1.00281	-4.91338e-07	0.000967373	-5.68723e-07

0.24125 	0 	1.00853 	0.00523267 	0.0999995 	0	1.00283	-0.000157589	0	0.000157665	1.00283	0	0	0	1.00283	-6.27995e-07	0.00096715	-5.68691e-07

0.24375 	0 	1.0086 	0.00531128 	0.0999995 	0	1.00286	-0.000160071	0	0.000160147	1.00286	0	0	0	1.00286	-7.54731e-07	0.000967199	-5.70589e-07

0.24625 	0 	1.00867 	0.00538999 	0.0999995 	0	1.00288	-0.000162558	0	0.000162634	1.00288	0	0	0	1.00288	-6.61271e-07	0.000967383	-5.99464e-07

0.24875 	0 	1.00874 	0.00546883 	0.0999995 	0	1.00291	-0.00016505	0	0.000165126	1.00291	0	0	0	1.00291	-4.54636e-07	0.000967881	-5.85582e-07

