x	rho	u	v	p	e	uMax
-0.4975	1.01062	-0.0101434	-0.0999337	0.724986	1.79342	0.100447
-0.4925	1.01862	-0.0158737	-0.0998423	0.733033	1.79908	0.101096
-0.4875	1.02117	-0.0169178	-0.0997928	0.735588	1.80085	0.101217
-0.4825	1.02212	-0.0171979	-0.0997701	0.736543	1.8015	0.101242
-0.4775	1.02253	-0.0173318	-0.0997593	0.73695	1.80177	0.101254
-0.4725	1.02273	-0.017413	-0.0997533	0.737136	1.80189	0.101262
-0.4675	1.02282	-0.0174732	-0.099749	0.737231	1.80195	0.101268
-0.4625	1.02288	-0.0175245	-0.0997449	0.737288	1.80198	0.101273
-0.4575	1.02293	-0.0175716	-0.0997406	0.73733	1.80201	0.101277
-0.4525	1.02297	-0.0176169	-0.0997352	0.737366	1.80203	0.101279
-0.4475	1.023	-0.0176612	-0.0997265	0.737398	1.80205	0.101278
-0.4425	1.02303	-0.0177049	-0.0997142	0.737429	1.80207	0.101274
-0.4375	1.02306	-0.017748	-0.0996989	0.737458	1.80209	0.101266
-0.4325	1.02309	-0.0177908	-0.0996799	0.737487	1.80211	0.101255
-0.4275	1.02312	-0.0178332	-0.0996571	0.737514	1.80213	0.10124
-0.4225	1.02314	-0.0178752	-0.0996299	0.737541	1.80215	0.101221
-0.4175	1.02317	-0.0179169	-0.0995981	0.737568	1.80216	0.101197
-0.4125	1.0232	-0.0179583	-0.0995612	0.737593	1.80218	0.101168
-0.4075	1.02322	-0.0179993	-0.0995188	0.737618	1.8022	0.101133
-0.4025	1.02324	-0.0180401	-0.0994705	0.737642	1.80221	0.101093
-0.3975	1.02327	-0.0180805	-0.0994157	0.737665	1.80223	0.101047
-0.3925	1.02329	-0.0181208	-0.099354	0.737688	1.80225	0.100993
-0.3875	1.02331	-0.0181607	-0.0992848	0.73771	1.80227	0.100932
-0.3825	1.02333	-0.0182004	-0.0992074	0.737731	1.80229	0.100863
-0.3775	1.02334	-0.0182399	-0.0991212	0.737752	1.80231	0.100785
-0.3725	1.02336	-0.0182791	-0.0990254	0.737772	1.80232	0.100698
-0.3675	1.02338	-0.0183181	-0.0989194	0.737791	1.80234	0.100601
-0.3625	1.0234	-0.0183569	-0.0988023	0.73781	1.80235	0.100493
-0.3575	1.02342	-0.0183954	-0.0986733	0.737828	1.80236	0.100373
-0.3525	1.02344	-0.0184336	-0.0985315	0.737846	1.80237	0.100241
-0.3475	1.02345	-0.0184717	-0.098376	0.737862	1.80238	0.100095
-0.3425	1.02346	-0.01851	-0.0982058	0.737877	1.8024	0.099935
-0.3375	1.02347	-0.0185484	-0.09802	0.737891	1.80243	0.0997595
-0.3325	1.02347	-0.0185861	-0.0978172	0.737907	1.80246	0.0995673
-0.3275	1.02347	-0.0186232	-0.0975965	0.737922	1.8025	0.0993575
-0.3225	1.02347	-0.0186599	-0.0973566	0.737936	1.80254	0.0991287
-0.3175	1.02347	-0.0186962	-0.0970964	0.73795	1.80257	0.0988801
-0.3125	1.02346	-0.0187321	-0.0968147	0.737962	1.80262	0.0986102
-0.3075	1.02345	-0.0187675	-0.09651	0.737974	1.80267	0.0983178
-0.3025	1.02343	-0.0188023	-0.096181	0.737986	1.80273	0.0980016
-0.2975	1.02341	-0.0188364	-0.0958265	0.737997	1.80279	0.0976603
-0.2925	1.02338	-0.0188696	-0.095445	0.738008	1.80288	0.0972924
-0.2875	1.02333	-0.0189018	-0.0950351	0.738019	1.80297	0.0968965
-0.2825	1.02328	-0.0189328	-0.0945952	0.738029	1.80309	0.0964713
-0.2775	1.02322	-0.0189624	-0.0941241	0.738039	1.80323	0.0960152
-0.2725	1.02314	-0.0189903	-0.0936201	0.738049	1.8034	0.0955267
-0.2675	1.02304	-0.0190163	-0.0930818	0.738059	1.8036	0.0950044
-0.2625	1.02292	-0.0190401	-0.0925076	0.738069	1.80383	0.0944467
-0.2575	1.02278	-0.0190612	-0.0918961	0.738079	1.80411	0.0938521
-0.2525	1.0226	-0.0190793	-0.0912456	0.738089	1.80443	0.093219
