x	rho	u	v	p	e	uMax
-0.4995	1.00977	-0.00904619	-0.0999318	0.724138	1.79282	0.10034
-0.4985	1.01723	-0.0146791	-0.0998469	0.731639	1.79812	0.10092
-0.4975	1.01933	-0.0157748	-0.0998064	0.733754	1.79959	0.101045
-0.4965	1.01994	-0.0159994	-0.0997922	0.734364	1.80001	0.101067
-0.4955	1.02013	-0.0160525	-0.0997897	0.734548	1.80014	0.101073
-0.4945	1.02018	-0.0160599	-0.0997917	0.734596	1.80017	0.101076
-0.4935	1.02019	-0.0160508	-0.0997952	0.734603	1.80017	0.101078
-0.4925	1.02018	-0.0160299	-0.0997994	0.734595	1.80016	0.101079
-0.4915	1.02017	-0.0160069	-0.0998043	0.734578	1.80014	0.10108
-0.4905	1.02016	-0.015985	-0.0998097	0.734559	1.80011	0.101082
-0.4895	1.02015	-0.0159635	-0.0998153	0.73454	1.80009	0.101084
-0.4885	1.02013	-0.0159421	-0.0998214	0.734522	1.80006	0.101086
-0.4875	1.02012	-0.0159208	-0.0998276	0.734504	1.80004	0.101089
-0.4865	1.02011	-0.0158995	-0.0998338	0.734487	1.80002	0.101092
-0.4855	1.02009	-0.0158782	-0.0998394	0.734469	1.80001	0.101094
-0.4845	1.02007	-0.0158568	-0.0998446	0.734451	1.79999	0.101096
-0.4835	1.02006	-0.0158355	-0.0998495	0.734433	1.79998	0.101097
-0.4825	1.02004	-0.0158141	-0.0998546	0.734416	1.79997	0.101099
-0.4815	1.02002	-0.0157926	-0.0998601	0.734398	1.79996	0.101101
-0.4805	1.02	-0.0157712	-0.0998658	0.73438	1.79994	0.101103
-0.4795	1.01999	-0.0157498	-0.0998718	0.734363	1.79993	0.101106
-0.4785	1.01997	-0.0157283	-0.0998778	0.734345	1.79992	0.101109
-0.4775	1.01995	-0.0157068	-0.0998837	0.734327	1.7999	0.101111
-0.4765	1.01994	-0.0156854	-0.0998896	0.73431	1.79989	0.101114
-0.4755	1.01992	-0.0156639	-0.0998952	0.734292	1.79988	0.101116
-0.4745	1.0199	-0.0156424	-0.0999008	0.734275	1.79987	0.101118
-0.4735	1.01988	-0.0156209	-0.0999061	0.734257	1.79985	0.10112
-0.4725	1.01987	-0.0155993	-0.0999112	0.734239	1.79984	0.101122
-0.4715	1.01985	-0.0155778	-0.0999162	0.734222	1.79983	0.101123
-0.4705	1.01983	-0.0155562	-0.099921	0.734204	1.79981	0.101125
-0.4695	1.01982	-0.0155347	-0.0999255	0.734186	1.7998	0.101126
-0.4685	1.0198	-0.0155131	-0.0999299	0.734169	1.79979	0.101127
-0.4675	1.01978	-0.0154915	-0.0999341	0.734151	1.79977	0.101128
-0.4665	1.01976	-0.0154699	-0.0999381	0.734133	1.79976	0.101128
-0.4655	1.01975	-0.0154483	-0.099942	0.734115	1.79975	0.101129
-0.4645	1.01973	-0.0154267	-0.0999456	0.734097	1.79974	0.101129
-0.4635	1.01971	-0.0154051	-0.099949	0.73408	1.79972	0.101129
-0.4625	1.01969	-0.0153834	-0.0999523	0.734062	1.79971	0.101129
-0.4615	1.01968	-0.0153617	-0.0999554	0.734044	1.7997	0.101129
-0.4605	1.01966	-0.0153401	-0.0999584	0.734026	1.79969	0.101129
-0.4595	1.01964	-0.0153184	-0.0999612	0.734008	1.79967	0.101128
-0.4585	1.01962	-0.0152967	-0.0999638	0.73399	1.79966	0.101127
-0.4575	1.01961	-0.015275	-0.0999663	0.733972	1.79965	0.101127
-0.4565	1.01959	-0.0152533	-0.0999686	0.733954	1.79963	0.101126
-0.4555	1.01957	-0.0152316	-0.0999708	0.733937	1.79962	0.101124
-0.4545	1.01955	-0.0152098	-0.0999729	0.733919	1.79961	0.101123
-0.4535	1.01954	-0.0151881	-0.0999748	0.733901	1.7996	0.101122
-0.4525	1.01952	-0.0151663	-0.0999766	0.733883	1.79958	0.10112
-0.4515	1.0195	-0.0151445	-0.0999784	0.733864	1.79957	0.101119
-0.4505	1.01948	-0.0151227	-0.09998	0.733846	1.79956	0.101117
-0.4495	1.01946	-0.015101	-0.0999816	0.733828	1.79955	0.101116
-0.4485	1.01945	-0.0150792	-0.099983	0.73381	1.79953	0.101114
-0.4475	1.01943	-0.0150573	-0.0999843	0.733792	1.79952	0.101112
-0.4465	1.01941	-0.0150355	-0.0999856	0.733774	1.79951	0.10111
-0.4455	1.01939	-0.0150137	-0.0999867	0.733756	1.79949	0.101108
-0.4445	1.01937	-0.0149918	-0.0999878	0.733738	1.79948	0.101105
-0.4435	1.01936	-0.01497	-0.0999888	0.73372	1.79947	0.101103
-0.4425	1.01934	-0.0149481	-0.0999897	0.733701	1.79946	0.101101
-0.4415	1.01932	-0.0149262	-0.0999906	0.733683	1.79944	0.101099
-0.4405	1.0193	-0.0149043	-0.0999914	0.733665	1.79943	0.101096
-0.4395	1.01928	-0.0148824	-0.0999921	0.733647	1.79942	0.101094
