x	rho	u	v	p	e	uMax
-0.4975	1.01759	-0.01565	-0.0998432	0.732007	1.79839	0.101062
-0.4925	1.0234	-0.0199411	-0.0997551	0.737844	1.80243	0.101729
-0.4875	1.02386	-0.0201822	-0.0997597	0.738293	1.80273	0.101781
-0.4825	1.02388	-0.0201804	-0.099784	0.738313	1.80273	0.101804
-0.4775	1.02387	-0.0201485	-0.0998126	0.73829	1.8027	0.101826
-0.4725	1.02384	-0.0201136	-0.099841	0.738258	1.80267	0.101847
-0.4675	1.02382	-0.020081	-0.0998654	0.738227	1.80263	0.101864
-0.4625	1.02379	-0.0200481	-0.0998868	0.738196	1.8026	0.101879
-0.4575	1.02376	-0.0200149	-0.0999085	0.738166	1.80258	0.101894
-0.4525	1.02373	-0.0199812	-0.0999298	0.738136	1.80256	0.101908
-0.4475	1.0237	-0.0199473	-0.0999485	0.738106	1.80254	0.10192
-0.4425	1.02367	-0.0199131	-0.0999637	0.738075	1.80252	0.101928
-0.4375	1.02364	-0.0198786	-0.0999754	0.738045	1.80249	0.101933
-0.4325	1.02361	-0.0198439	-0.0999841	0.738014	1.80247	0.101934
-0.4275	1.02358	-0.0198088	-0.0999902	0.737982	1.80245	0.101933
-0.4225	1.02355	-0.0197735	-0.0999944	0.73795	1.80243	0.101931
-0.4175	1.02352	-0.0197378	-0.0999976	0.737917	1.8024	0.101927
-0.4125	1.02349	-0.0197017	-0.0999997	0.737884	1.80238	0.101922
-0.4075	1.02345	-0.0196653	-0.100001	0.73785	1.80236	0.101916
-0.4025	1.02342	-0.0196286	-0.100001	0.737816	1.80233	0.101909
-0.3975	1.02338	-0.0195915	-0.100001	0.737781	1.80231	0.101902
-0.3925	1.02335	-0.0195542	-0.100001	0.737746	1.80228	0.101895
-0.3875	1.02331	-0.0195167	-0.100001	0.73771	1.80226	0.101887
-0.3825	1.02328	-0.019479	-0.1	0.737674	1.80223	0.10188
-0.3775	1.02324	-0.0194412	-0.1	0.737637	1.80221	0.101873
-0.3725	1.0232	-0.0194033	-0.1	0.7376	1.80218	0.101865
-0.3675	1.02317	-0.0193652	-0.0999999	0.737563	1.80216	0.101858
-0.3625	1.02313	-0.019327	-0.0999999	0.737526	1.80213	0.10185
-0.3575	1.02309	-0.0192886	-0.0999998	0.737488	1.8021	0.101843
-0.3525	1.02306	-0.01925	-0.0999998	0.73745	1.80208	0.101836
-0.3475	1.02302	-0.0192111	-0.0999998	0.737411	1.80205	0.101828
-0.3425	1.02298	-0.0191718	-0.0999998	0.737371	1.80202	0.101821
-0.3375	1.02294	-0.0191321	-0.0999998	0.737331	1.80199	0.101814
-0.3325	1.0229	-0.0190921	-0.0999998	0.737291	1.80197	0.101806
-0.3275	1.02286	-0.0190517	-0.0999998	0.737249	1.80194	0.101798
-0.3225	1.02282	-0.0190109	-0.0999998	0.737208	1.80191	0.101791
-0.3175	1.02277	-0.01897	-0.0999998	0.737165	1.80188	0.101783
-0.3125	1.02273	-0.0189289	-0.0999998	0.737123	1.80185	0.101776
-0.3075	1.02269	-0.0188878	-0.0999998	0.73708	1.80182	0.101768
-0.3025	1.02265	-0.0188467	-0.0999998	0.737036	1.80179	0.10176
-0.2975	1.0226	-0.0188059	-0.0999998	0.736993	1.80176	0.101753
-0.2925	1.02256	-0.0187653	-0.0999998	0.73695	1.80173	0.101745
-0.2875	1.02252	-0.0187249	-0.0999998	0.736906	1.8017	0.101738
-0.2825	1.02247	-0.0186848	-0.0999998	0.736862	1.80167	0.10173
-0.2775	1.02243	-0.0186447	-0.0999997	0.736818	1.80164	0.101723
-0.2725	1.02239	-0.0186048	-0.0999997	0.736774	1.8016	0.101716
-0.2675	1.02234	-0.0185647	-0.0999997	0.736729	1.80157	0.101708
-0.2625	1.0223	-0.0185245	-0.0999996	0.736684	1.80154	0.101701
-0.2575	1.02225	-0.018484	-0.0999996	0.736638	1.80151	0.101694
-0.2525	1.0222	-0.0184433	-0.0999996	0.736591	1.80148	0.101686
-0.2475	1.02216	-0.0184023	-0.0999996	0.736543	1.80144	0.101679
-0.2425	1.02211	-0.018361	-0.0999996	0.736495	1.80141	0.101671
-0.2375	1.02206	-0.0183196	-0.0999997	0.736445	1.80138	0.101664
-0.2325	1.02201	-0.0182784	-0.0999998	0.736396	1.80134	0.101657
-0.2275	1.02196	-0.0182375	-0.1	0.736346	1.80131	0.101649
-0.2225	1.02191	-0.0181971	-0.1	0.736296	1.80127	0.101643
-0.2175	1.02186	-0.0181573	-0.100001	0.736245	1.80124	0.101636
-0.2125	1.02181	-0.0181183	-0.100002	0.736195	1.8012	0.10163
-0.2075	1.02176	-0.0180803	-0.100003	0.736145	1.80116	0.101625
-0.2025	1.02171	-0.0180432	-0.100005	0.736095	1.80113	0.101619
-0.1975	1.02166	-0.018007	-0.100006	0.736045	1.8011	0.101614
-0.1925	1.02161	-0.0179719	-0.100008	0.735995	1.80106	0.10161
-0.1875	1.02156	-0.0179377	-0.10001	0.735945	1.80103	0.101606
-0.1825	1.02151	-0.0179042	-0.100011	0.735894	1.80099	0.101601
-0.1775	1.02146	-0.0178714	-0.10001	0.735843	1.80096	0.101594
-0.1725	1.02141	-0.017839	-0.100003	0.735789	1.80092	0.101582
-0.1675	1.02135	-0.0178069	-0.0999843	0.735733	1.80088	0.101558
-0.1625	1.02129	-0.0177753	-0.0999453	0.735674	1.80084	0.101514
-0.1575	1.02123	-0.0177443	-0.0998784	0.735611	1.80079	0.101442
-0.1525	1.02117	-0.0177141	-0.099771	0.735542	1.80074	0.101331
-0.1475	1.02109	-0.0176844	-0.0996059	0.735467	1.8007	0.101164
-0.1425	1.02099	-0.0176547	-0.0993612	0.735384	1.80067	0.100918
-0.1375	1.02084	-0.0176236	-0.0990102	0.735289	1.80069	0.100566
-0.1325	1.02061	-0.0175878	-0.0985173	0.735178	1.80083	0.100075
-0.1275	1.0202	-0.0175412	-0.0978383	0.735047	1.80124	0.0993983
-0.1225	1.01945	-0.0174748	-0.0969401	0.734888	1.80217	0.0985026
-0.1175	1.01805	-0.0173734	-0.0957829	0.734693	1.80416	0.0973458
-0.1125	1.0155	-0.0172139	-0.0943244	0.734453	1.80811	0.0958823
-0.1075	1.01099	-0.0169675	-0.0925543	0.734162	1.81545	0.0940968
-0.1025	1.00342	-0.0165978	-0.0904871	0.733832	1.82833	0.0919968
-0.0975	0.991496	-0.0160581	-0.0881604	0.733503	1.84949	0.0896109
-0.0925	0.974156	-0.0152869	-0.0856269	0.733256	1.88177	0.0869808
-0.0875	0.951053	-0.0142133	-0.0829376	0.733166	1.92725	0.0841467
-0.0825	0.922973	-0.0128119	-0.0801373	0.73319	1.98595	0.081155
-0.0775	0.891789	-0.0112542	-0.077305	0.733093	2.05512	0.0781199
-0.0725	0.860622	-0.00975725	-0.0744164	0.733057	2.12944	0.0750534
-0.0675	0.832243	-0.00821442	-0.0713265	0.733237	2.20259	0.071798
-0.0625	0.807869	-0.00664526	-0.067942	0.733363	2.26943	0.0682662
-0.0575	0.787957	-0.00515873	-0.064203	0.733393	2.32688	0.0644099
-0.0525	0.772379	-0.00382214	-0.06008	0.733361	2.37371	0.0602014
-0.0475	0.760686	-0.0026986	-0.0555773	0.73332	2.41006	0.0556427
-0.0425	0.752266	-0.00179534	-0.0507274	0.733293	2.43695	0.0507592
-0.0375	0.746479	-0.00109779	-0.0455714	0.733288	2.45582	0.0455846
-0.0325	0.742715	-0.000581667	-0.040141	0.733299	2.46831	0.0401452
-0.0275	0.740428	-0.000219901	-0.0344624	0.73332	2.476	0.0344631
-0.0225	0.739154	1.39619e-05	-0.028557	0.733342	2.48034	0.028557
-0.0175	0.738516	0.000144321	-0.0224389	0.733359	2.48254	0.0224393
-0.0125	0.738235	0.00019333	-0.0161106	0.733367	2.48351	0.0161118
-0.0075	0.738127	0.000194583	-0.00955681	0.733368	2.48388	0.00955879
-0.0025	0.738097	0.000167816	-0.00277547	0.733374	2.484	0.00278053
0.0025	0.738094	0.000124485	0.00401255	0.733375	2.48402	0.00401448
